,"(following, count)","(following, birth mean)","(following, birth std)","(following, birth min)","(following, birth max)","(following, death mean)","(following, death std)","(followers, count)","(followers, birth mean)","(followers, birth std)","(followers, birth min)","(followers, birth max)","(followers, death mean)","(followers, death std)"
Jonathan_Lear,1,-384.0,,-384.0,-384.0,-322.0,,0,,,,,,
Park_Ji-won,4,484.5,1121.94548293,-551.0,1731.0,553.75,1111.37973558,0,,,,,,
Zechariah_Chafee,1,1806.0,,1806.0,1806.0,1873.0,,0,,,,,,
Guillaume_Budé,0,,,,,,,1,1467.0,,1467.0,1467.0,1519.0,
Michael_Tye_(philosopher),3,1897.66666667,30.9246395829,1872.0,1932.0,1978.0,31.7647603485,0,,,,,,
Federico_Ferrari,1,1907.0,,1907.0,1907.0,2003.0,,0,,,,,,
Sarah_Kofman,3,1893.66666667,44.5234020862,1844.0,1930.0,1969.0,59.7578446733,0,,,,,,
Georges_Canguilhem,4,1871.5,17.6776695297,1859.0,1884.0,1951.5,14.8492424049,4,1924.75,4.99165971062,1918.0,1930.0,1992.75,7.63216876124
Jan_Hus,1,1331.0,,1331.0,1331.0,1384.0,,1,,,,,,
Otto_Neurath,0,,,,,,,1,,,,,,
Gregg_Lambert,3,1927.5,3.53553390593,1925.0,1930.0,1999.5,6.36396103068,0,,,,,,
Yahya_ibn_Ma'in,0,,,,,,,1,815.0,,815.0,815.0,883.0,
George_Campbell_(minister),3,1684.33333333,45.3247540902,1632.0,1711.0,1758.66666667,48.3873261643,0,,,,,,
Gemistus_Pletho,2,-112.0,446.89148571,-428.0,204.0,-39.0,436.991990773,0,,,,,,
Michel_Foucault,14,1703.0,617.661854631,-341.0,1925.0,1777.76923077,618.867938773,38,1945.4,10.6223035794,1920.0,1964.0,2005.57142857,6.67974906857
Philip_Lindholm,2,1906.0,,1906.0,1906.0,1995.0,,0,,,,,,
Friedrich_Wilhelm_Joseph_Schelling,9,1444.125,757.934493494,-428.0,1762.0,1509.125,752.134949423,16,1862.1,62.4490014154,1768.0,1950.0,1926.77777778,64.9418543348
Northrop_Frye,1,1880.0,,1880.0,1880.0,1936.0,,1,1926.0,,1926.0,1926.0,,
Max_Black,4,1884.25,14.7280910734,1872.0,1903.0,1952.25,16.7804449683,1,1934.0,,1934.0,1934.0,,
Jacques_Maritain,3,742.0,1592.40447123,-384.0,1868.0,815.0,1607.96082042,5,1919.8,10.3537432844,1902.0,1928.0,2004.75,4.11298755975
Josef_Pieper,2,-406.0,31.1126983722,-428.0,-384.0,-335.0,18.3847763109,1,1921.0,,1921.0,1921.0,2006.0,
Antisthenes,2,-477.5,10.6066017178,-485.0,-470.0,-389.5,13.4350288425,2,-388.5,33.2340187158,-412.0,-365.0,-304.0,26.8700576851
Hans_Jonas,3,1869.66666667,16.7729941672,1859.0,1889.0,1953.66666667,19.8578280115,6,1922.2,22.3763267763,1901.0,1958.0,1988.66666667,15.8219257151
Natalia_Magnat,2,1861.5,61.5182899632,1818.0,1905.0,1931.5,68.5893577751,0,,,,,,
Maine_de_Biran,5,1663.33333333,42.72391992,1632.0,1712.0,1732.66666667,39.715656023,6,1881.25,29.2617497768,1859.0,1922.0,1960.75,27.8373250631
Robert_B._Pippin,6,1867.16666667,95.6146780922,1724.0,1950.0,1925.8,100.527110771,3,1946.0,5.65685424949,1942.0,1950.0,,
Carneades,3,-368.0,56.4269439187,-428.0,-316.0,-125.666666667,319.928637876,1,160.0,,160.0,160.0,210.0,
Nader_El-Bizri,7,1884.5,21.1541958013,1859.0,1908.0,1963.16666667,20.3903571981,0,,,,,,
Lucien_Tesnière,2,1812.0,63.6396103068,1767.0,1857.0,1874.0,55.1543289326,0,,,,,,
Alain_Badiou,8,1544.14285714,871.564001966,-428.0,1925.0,1616.0,868.336340366,4,1960.0,,1960.0,1960.0,,
Tetsuro_Watsuji,1,1889.0,,1889.0,1889.0,1976.0,,2,1925.0,0.0,1925.0,1925.0,2005.0,
Rein_Raud,1,1932.0,,1932.0,1932.0,,,0,,,,,,
Alexander_Pruss,2,1787.0,199.404112295,1646.0,1928.0,1716.0,,0,,,,,,
David_Ray_Griffin,3,1894.33333333,32.083225108,1861.0,1925.0,1973.5,37.4766594029,1,1966.0,,1966.0,1966.0,,
Syed_Ahmad_Khan,2,1684.5,74.2462120246,1632.0,1737.0,1756.5,74.2462120246,1,1857.0,,1857.0,1857.0,1914.0,
Bernard_Mandeville,3,1635.0,16.9705627485,1623.0,1647.0,1696.5,13.4350288425,2,1783.5,85.5599205236,1723.0,1844.0,1845.0,77.7817459305
Duncan_Kennedy_(legal_philosopher),0,,,,,,,2,1955.0,,1955.0,1955.0,,
Eugene_Thacker,9,1578.875,796.40019328,-384.0,1926.0,1647.25,798.74808294,0,,,,,,
Sandra_Laugier,4,1908.5,15.1986841536,1889.0,1926.0,1970.33333333,26.0832002127,0,,,,,,
Bernard_Williams,4,1869.0,105.378682221,1711.0,1926.0,1929.33333333,132.850793499,2,1940.0,9.89949493661,1933.0,1947.0,,
David_Estlund,1,1921.0,,1921.0,1921.0,2002.0,,0,,,,,,
Muhammad_Idrees_Dahiri,2,1763.0,281.428498912,1564.0,1962.0,1624.0,,0,,,,,,
Nicholas_of_Cusa,9,478.333333333,676.892347423,-428.0,1260.0,539.111111111,681.296089165,9,1705.0,161.971778847,1463.0,1947.0,1731.71428571,156.019992614
Evald_Ilyenkov,1,1818.0,,1818.0,1818.0,1883.0,,0,,,,,,
Karl_Popper,12,1101.1,1080.9137544,-535.0,1872.0,1171.5,1085.4276423,9,1927.28571429,13.9727626201,1903.0,1945.0,1985.75,10.4043260233
Ghislain_Deslandes,5,1801.33333333,157.620853104,1623.0,1922.0,1868.33333333,181.274193788,0,,,,,,
F._C._S._Schiller,2,676.0,1648.97301373,-490.0,1842.0,745.0,1647.55880016,1,1842.0,,1842.0,1842.0,1910.0,
Claudine_Tiercelin,1,1266.0,,1266.0,1266.0,1308.0,,0,,,,,,
Giovanni_Pico_della_Mirandola,4,148.5,857.371370333,-428.0,1401.0,200.0,857.927735885,4,1559.5,107.518990571,1466.0,1659.0,1619.75,106.796925674
Philip_Pettit,1,,,,,,,0,,,,,,
Edward_Shils,0,,,,,,,1,1948.0,,1948.0,1948.0,,
Nicholas_Wolterstorff,2,1821.0,156.977705423,1710.0,1932.0,1796.0,,2,1966.0,,1966.0,1966.0,,
Eric_Voegelin,8,1271.5,1042.94993716,-428.0,1903.0,1348.625,1047.44559184,2,1923.0,33.941125497,1899.0,1947.0,1973.0,
Johann_Georg_Hamann,1,1711.0,,1711.0,1711.0,1776.0,,6,1757.0,14.7817454991,1743.0,1775.0,1822.8,20.5961161387
Solomon_ibn_Gabirol,0,,,,,,,2,1210.5,14.8492424049,1200.0,1221.0,1277.0,4.24264068712
William_Desmond_(philosopher),4,670.5,1243.30674681,-428.0,1770.0,741.25,1242.84066423,0,,,,,,
Keiji_Nishitani,1,1870.0,,1870.0,1870.0,1945.0,,0,,,,,,
Cheng_Yi_(philosopher),3,31.3333333333,858.291520017,-551.0,1017.0,101.666666667,846.546710662,1,1130.0,,1130.0,1130.0,1200.0,
Philippe_Descola,1,,,,,,,0,,,,,,
Franz_Brentano,2,709.0,1545.73542367,-384.0,1802.0,775.0,1551.39227792,9,1878.0,34.8532638357,1848.0,1959.0,1941.0,21.4808885158
Alan_Watts,0,,,,,,,1,1932.0,,1932.0,1932.0,2007.0,
Christoph_von_Sigwart,3,1735.33333333,91.4840605424,1632.0,1806.0,1794.66666667,103.751305213,3,1853.33333333,16.2890556305,1842.0,1872.0,1934.66666667,31.3900196453
Syed_Faiz-ul_Hassan_Shah,1,1564.0,,1564.0,1564.0,1624.0,,0,,,,,,
Philippa_Foot,2,752.5,1607.25371364,-384.0,1889.0,814.5,1607.25371364,5,1935.75,7.80491298265,1929.0,1943.0,2003.0,
Karl_Robert_Eduard_von_Hartmann,3,1788.0,18.0,1770.0,1806.0,1849.0,15.7162336455,3,1859.33333333,6.65832811848,1852.0,1865.0,1931.0,5.29150262213
Paul_R._Patton,1,1925.0,,1925.0,1925.0,1995.0,,0,,,,,,
Gilbert_Simondon,0,,,,,,,4,1948.66666667,22.1885856542,1925.0,1969.0,1995.0,
Hilail_Gildin,3,362.333333333,1330.97420461,-428.0,1899.0,434.333333333,1332.58783325,0,,,,,,
Panaetius,1,-334.0,,-334.0,-334.0,-262.0,,1,-135.0,,-135.0,-135.0,-51.0,
Hugo_Grotius,2,1530.0,,1530.0,1530.0,1596.0,,5,1665.0,95.5562661472,1584.0,1809.0,1736.0,85.735057007
G._M._Tamás,3,1882.66666667,58.8245980295,1818.0,1933.0,1922.5,55.8614357137,0,,,,,,
Roberto_Mangabeira_Unger,2,1585.5,260.922402258,1401.0,1770.0,1647.5,259.508188695,0,,,,,,
Marshall_McLuhan,1,1900.0,,1900.0,1900.0,1985.0,,2,1941.0,16.9705627485,1929.0,1953.0,2007.0,
Herbert_McCabe,0,,,,,,,2,1937.0,8.48528137424,1931.0,1943.0,,
Max_Horkheimer,5,1803.6,67.9212779621,1724.0,1903.0,1875.0,65.8293247725,7,1909.66666667,19.2319179144,1892.0,1943.0,1967.0,18.6726180989
Georges_Sorel,4,1832.5,23.0723499742,1809.0,1859.0,1897.25,32.4794807019,7,1880.75,11.2952792499,1866.0,1891.0,1948.5,27.6224546339
Pierre_Bourdieu,5,1901.0,14.5830952362,1884.0,1919.0,1988.25,18.732769861,2,1950.0,8.48528137424,1944.0,1956.0,,
Euclid_of_Megara,1,-470.0,,-470.0,-470.0,-399.0,,1,-360.0,,-360.0,-360.0,-280.0,
Erin_Manning_(theorist),7,1889.33333333,45.0318405872,1842.0,1940.0,1948.2,43.7001144163,0,,,,,,
Dewi_Zephaniah_Phillips,4,1840.66666667,101.529962737,1724.0,1909.0,1899.33333333,82.6579296458,0,,,,,,
Necip_Fazıl_Kısakürek,2,1862.0,4.24264068712,1859.0,1865.0,1942.0,1.41421356237,0,,,,,,
Ernst_Cassirer,2,1749.5,36.0624458405,1724.0,1775.0,1829.0,35.3553390593,4,1898.33333333,3.0550504633,1895.0,1901.0,1981.0,6.92820323028
Rémi_Brague,5,822.6,1163.46220394,-428.0,1899.0,896.6,1167.50280514,0,,,,,,
Idriss_Aberkane,1,,,,,,,0,,,,,,
Taha_Hussein,2,,,,,,,0,,,,,,
Wilhelm_Windelband,4,1771.75,38.0733940349,1724.0,1817.0,1839.25,31.9204740984,2,1872.5,3.53553390593,1870.0,1875.0,1940.0,35.3553390593
Leucippus,1,,,,,,,1,-460.0,,-460.0,-460.0,-370.0,
John_Hawthorne,3,1939.0,17.0880074906,1921.0,1955.0,2005.0,5.65685424949,0,,,,,,
Susan_Brison,2,1929.0,,1929.0,1929.0,,,0,,,,,,
Estanislao_Zuleta,3,1831.0,18.3847763109,1818.0,1844.0,1891.5,12.0208152802,0,,,,,,
Karel_Kosík,4,1855.33333333,35.641735835,1818.0,1889.0,1932.33333333,46.75824348,1,1943.0,,1943.0,1943.0,2013.0,
Ian_Hacking,5,1914.4,15.339491517,1889.0,1926.0,1977.0,20.3960780544,0,,,,,,
Max_Scheler,8,1824.75,82.9177733834,1623.0,1882.0,1895.375,95.2499531308,6,1883.0,5.56776436283,1878.0,1889.0,1963.66666667,13.0511813003
Robert_J._C._Young,4,1909.75,21.1404036543,1891.0,1930.0,1966.25,33.0895250293,0,,,,,,
John_Bonvillian,1,1913.0,,1913.0,1913.0,1999.0,,0,,,,,,
Louis_Gabriel_Ambroise_de_Bonald,6,1315.16666667,855.217262844,-428.0,1753.0,1379.0,847.665971949,4,1851.75,67.0043530924,1753.0,1898.0,1933.0,75.9166209294
Zaki_al-Arsuzi,7,1822.16666667,48.0350566427,1762.0,1880.0,1884.16666667,52.7614126675,1,,,,,,
Robert_Anton_Wilson,3,1823.0,84.7879708449,1748.0,1915.0,1886.33333333,76.1730486021,1,,,,,,
Louis_Arnaud_Reid,5,1371.2,1007.36522672,-428.0,1859.0,1451.8,1007.81803913,1,1895.0,,1895.0,1895.0,1985.0,
Paul_Watzlawick,0,,,,,,,1,1940.0,,1940.0,1940.0,,
John_McDowell,12,1691.16666667,657.023568601,-384.0,1948.0,1746.0,689.734006701,2,1946.0,,1946.0,1946.0,,
Nancy_Cartwright_(philosopher),2,1941.0,,1941.0,1941.0,,,0,,,,,,
Hector_Zagal,1,-384.0,,-384.0,-384.0,-322.0,,0,,,,,,
Richard_Tarnas,3,1802.0,51.1566222497,1770.0,1861.0,1870.0,49.0,0,,,,,,
David_Blitz,2,1895.5,33.2340187158,1872.0,1919.0,1970.0,,0,,,,,,
Cornel_West,6,1887.66666667,53.6904709112,1818.0,1931.0,1932.0,56.3205113613,1,1955.0,,1955.0,1955.0,,
Joseph_Owens_(Redemptorist),1,-384.0,,-384.0,-384.0,-322.0,,0,,,,,,
Muhammad_ibn_Zakariya_al-Razi,1,850.0,,850.0,850.0,934.0,,0,,,,,,
Paul_Churchland,5,1917.8,16.2234398325,1902.0,1943.0,1994.25,4.5,2,1943.0,,1943.0,1943.0,,
Peter_Rollins,13,1826.63636364,195.461133081,1260.0,1946.0,1874.55555556,213.28215532,0,,,,,,
Louis_Lavelle,4,1702.0,90.5096679919,1638.0,1766.0,1769.5,77.0746391493,1,,,,,,
Melissus_of_Samos,1,-515.0,,-515.0,-515.0,-460.0,,1,-460.0,,-460.0,-460.0,-370.0,
Boethius,6,5.66666666667,345.42128867,-428.0,412.0,76.1666666667,345.629522273,2,947.0,186.676190233,815.0,1079.0,1009.5,187.383297014
Mylan_Engel,2,1828.0,166.87720036,1710.0,1946.0,1796.0,,0,,,,,,
Moritz_Schlick,2,1880.5,12.0208152802,1872.0,1889.0,1960.5,13.4350288425,1,1903.0,,1903.0,1903.0,1980.0,
Morris_Raphael_Cohen,2,1848.5,9.19238815543,1842.0,1855.0,1913.0,4.24264068712,2,1901.5,0.707106781187,1901.0,1902.0,1987.0,2.82842712475
Eugène_Minkowski,4,1868.75,11.8427192823,1859.0,1883.0,1944.0,17.5689119375,1,1908.0,,1908.0,1908.0,1961.0,
Bas_van_Fraassen,2,1901.5,14.8492424049,1891.0,1912.0,1971.0,25.4558441227,3,1938.0,8.48528137424,1932.0,1944.0,,
Michel_Clouscard,4,1766.66666667,53.0785581316,1712.0,1818.0,1830.66666667,52.5007936448,0,,,,,,
Bolívar_Echeverría,2,1855.0,52.3259018078,1818.0,1892.0,1911.5,40.3050865276,0,,,,,,
Jeremy_Shearmur,1,1902.0,,1902.0,1902.0,1994.0,,0,,,,,,
Hubert_Dreyfus,1,1889.0,,1889.0,1889.0,1976.0,,5,1931.33333333,0.57735026919,1931.0,1932.0,2007.0,
Pythagoras,3,-604.666666667,22.4796204001,-624.0,-580.0,-537.333333333,15.0111069989,7,-287.666666667,328.102219844,-535.0,245.0,-214.666666667,341.280920455
Abdul_Haq_Ansari,1,,,,,1979.0,,0,,,,,,
Charles_Taylor_(philosopher),11,1403.8,955.176283904,-428.0,1929.0,1411.22222222,991.185121178,4,1945.66666667,9.45163125251,1935.0,1953.0,,
Ted_Honderich,4,1918.0,8.20568908339,1910.0,1929.0,2000.5,7.76745346515,0,,,,,,
Isaiah_Berlin,2,1809.0,4.24264068712,1806.0,1812.0,1871.5,2.12132034356,7,1939.16666667,10.2842922297,1921.0,1949.0,2007.33333333,4.72581562625
Judith_Butler,12,1886.27272727,52.4577752275,1770.0,1932.0,1949.3,57.6966203516,1,,,,,,
Graham_Harman,3,1874.0,21.2132034356,1859.0,1889.0,1957.0,26.8700576851,2,,,,,,
Boris_Kagarlitsky,3,1843.0,41.5812457726,1818.0,1891.0,1905.0,28.3548937575,0,,,,,,
Blaise_Pascal,4,1178.0,994.227841091,55.0,1946.0,863.5,1030.25458019,15,1828.45454545,104.332510404,1646.0,1957.0,1868.66666667,99.9912496172
Martha_Albertson_Fineman,0,,,,,,,1,1947.0,,1947.0,1947.0,,
Zenon_Pylyshyn,1,,,,,,,0,,,,,,
Iain_Hamilton_Grant,4,1308.5,1160.48682313,-428.0,1962.0,1167.0,1313.92123052,0,,,,,,
Dan_Zahavi,1,1859.0,,1859.0,1859.0,1938.0,,0,,,,,,
André_Glucksmann,2,1905.5,0.707106781187,1905.0,1906.0,1989.0,8.48528137424,0,,,,,,
Luciano_Floridi,5,1433.0,853.887970794,160.0,1925.0,1507.5,870.332695008,0,,,,,,
Qalandar_Baba_Auliya,1,1861.0,,1861.0,1861.0,1925.0,,0,,,,,,
Jun_Tsuji,3,1089.33333333,1238.70591075,-341.0,1806.0,1156.0,1235.0206476,0,,,,,,
David_Schmidtz,1,1938.0,,1938.0,1938.0,2002.0,,1,,,,,,
Proclus,4,-90.75,364.84642888,-428.0,245.0,-18.75,366.017645294,6,786.5,659.923480413,5.0,1401.0,830.5,688.614793142
Adam_of_Dryburgh,1,5.0,,5.0,5.0,6.0,,0,,,,,,
Albert_Camus,6,1864.66666667,51.697840058,1798.0,1909.0,1921.16666667,62.4288928836,5,1938.0,20.4694894905,1905.0,1959.0,1999.33333333,16.8621864933
Paolo_Virno,1,1925.0,,1925.0,1925.0,1995.0,,0,,,,,,
Michael_Huemer,2,1791.5,115.258405333,1710.0,1873.0,1877.0,114.551298552,0,,,,,,
Norman_O._Brown,2,1858.0,56.5685424949,1818.0,1898.0,1931.0,67.8822509939,0,,,,,,
Morris_Janowitz,2,1880.5,30.405591591,1859.0,1902.0,1970.5,26.1629509039,3,1949.5,2.12132034356,1948.0,1951.0,,
Stuart_Hampshire,3,1816.66666667,159.92915098,1632.0,1910.0,1875.66666667,172.619041051,2,1937.0,5.65685424949,1933.0,1941.0,,
Muhammad_al-Shaybani,0,,,,,,,2,430.5,597.505230103,8.0,853.0,473.5,649.83113191
Randall_Schweller,2,1939.5,21.9203102168,1924.0,1955.0,2013.0,,0,,,,,,
Roman_Jakobson,1,1857.0,,1857.0,1857.0,1913.0,,5,1919.33333333,20.8406653765,1901.0,1942.0,1980.5,0.707106781187
James_Mill,2,1726.5,30.405591591,1705.0,1748.0,1794.5,53.033008589,1,1806.0,,1806.0,1806.0,1873.0,
Peg_O'Connor,1,1889.0,,1889.0,1889.0,1951.0,,0,,,,,,
Harry_Frankfurt,3,1806.5,116.672618896,1724.0,1889.0,1877.5,103.944696834,0,,,,,,
Jacob_Taubes,2,1866.0,31.1126983722,1844.0,1888.0,1942.5,60.1040764009,3,1947.33333333,5.50757054729,1942.0,1953.0,,
John_Searle,10,1882.0,65.2908024831,1711.0,1929.0,1944.0,72.081303302,2,1956.0,,1956.0,1956.0,,
Dominic_of_Flanders,2,441.0,1166.72618896,-384.0,1266.0,493.0,1152.58405333,0,,,,,,
Costanzo_Preve,8,1028.33333333,1112.82661123,-428.0,1818.0,1089.16666667,1105.28356844,0,,,,,,
Oswald_Spengler,4,1216.75,1168.2583547,-535.0,1844.0,1279.0,1169.67545356,12,1914.77777778,23.4082131835,1889.0,1962.0,1978.71428571,18.2821797179
Jean-François_Lyotard,2,1711.0,251.730014102,1533.0,1889.0,1771.5,253.851334446,6,1944.0,11.4455231423,1931.0,1961.0,2007.0,
Pierre-Joseph_Proudhon,6,1734.66666667,80.7803606495,1583.0,1811.0,1799.66666667,82.6889754844,12,1861.11111111,49.4455368169,1812.0,1959.0,1918.625,43.5887845994
Douglas_Groothuis,3,1768.0,205.060966544,1623.0,1913.0,1832.5,241.123412385,0,,,,,,
Victor_Prosper_Considerant,0,,,,,,,1,1772.0,,1772.0,1772.0,1837.0,
Aenesidemus,2,-447.5,123.743686708,-535.0,-360.0,-372.5,144.956890143,1,160.0,,160.0,160.0,210.0,
Étienne_Gilson,3,893.333333333,1137.73517715,-384.0,1798.0,947.666666667,1133.30946053,6,1909.0,20.832666656,1882.0,1932.0,1978.66666667,6.02771377334
Jyotirao_Phule,1,1737.0,,1737.0,1737.0,1809.0,,0,,,,,,
P._F._Strawson,6,1868.0,72.1193455322,1724.0,1913.0,1946.33333333,71.1018049466,7,1937.83333333,7.35980072194,1930.0,1949.0,2001.0,1.0
Vasile_Pogor,2,1793.0,7.07106781187,1788.0,1798.0,1858.5,2.12132034356,0,,,,,,
Bruno_Bauer,3,1793.33333333,20.231987874,1770.0,1806.0,1853.0,20.6639783198,5,1828.4,19.8695747312,1806.0,1854.0,1894.4,29.7371821126
Thomas_E._Hill_(academic),2,1822.5,139.300035894,1724.0,1921.0,1903.0,140.007142675,0,,,,,,
Émile_Meyerson,1,1798.0,,1798.0,1798.0,1857.0,,2,1903.0,26.8700576851,1884.0,1922.0,1979.0,24.0416305603
Yamazaki_Ansai,1,1130.0,,1130.0,1130.0,1200.0,,0,,,,,,
Jonathan_Wolff_(philosopher),1,1941.0,,1941.0,1941.0,2009.0,,0,,,,,,
Henri_Bourassa,2,1810.5,81.3172798365,1753.0,1868.0,1886.5,92.6309883354,0,,,,,,
David_Lewis_(philosopher),4,1849.75,136.035228281,1646.0,1926.0,1907.33333333,165.726682623,2,1950.0,,1950.0,1950.0,,
Robert_S._Corrington,1,1914.0,,1914.0,1914.0,1991.0,,0,,,,,,
Stephen_Toulmin,1,1889.0,,1889.0,1889.0,1951.0,,0,,,,,,
Vladimir_Jankélévitch,2,1817.0,59.3969696197,1775.0,1859.0,1897.5,61.5182899632,1,1921.0,,1921.0,1921.0,2011.0,
Dieter_Henrich,3,1752.0,24.5764114549,1724.0,1770.0,1816.33333333,13.6503968196,2,1944.0,1.41421356237,1943.0,1945.0,1998.0,
Yasuo_Yuasa,2,1874.0,21.2132034356,1859.0,1889.0,1950.5,13.4350288425,0,,,,,,
Mark_Poster,1,1905.0,,1905.0,1905.0,1980.0,,0,,,,,,
François_Laruelle,2,1925.0,,1925.0,1925.0,1995.0,,3,,,,,,
Mario_Kopić,6,1907.83333333,37.1075014878,1844.0,1942.0,1963.75,44.5748434284,0,,,,,,
Gordon_Clark,2,-406.0,31.1126983722,-428.0,-384.0,-335.0,18.3847763109,1,1913.0,,1913.0,1913.0,2003.0,
Pierre_Bayle,3,648.5,1390.87903859,-335.0,1632.0,704.0,1376.02979619,5,1737.4,105.85981296,1670.0,1923.0,1804.0,115.488094625
Ralph_Waldo_Emerson,1,1533.0,,1533.0,1533.0,1592.0,,8,1865.71428571,35.4434492571,1817.0,1926.0,1920.16666667,37.0535648308
Nelson_Goodman,6,1837.0,93.1042426531,1711.0,1908.0,1918.5,100.939090545,7,1922.2,8.13633824272,1908.0,1928.0,2007.0,9.89949493661
Michael_Hardt,5,1845.25,143.328003777,1632.0,1933.0,1869.66666667,169.355641575,0,,,,,,
Willard_Van_Orman_Quine,8,1802.28571429,228.440155756,1287.0,1927.0,1877.28571429,235.606815327,17,1931.33333333,11.6254683842,1906.0,1943.0,2001.6,3.577708764
David_Hume,17,1269.42857143,794.929577363,-360.0,1723.0,1337.14285714,792.355675491,41,1856.56756757,80.816850739,1710.0,1972.0,1914.77419355,81.3489232371
Maimonides,2,371.0,1067.73123959,-384.0,1126.0,438.0,1074.8023074,10,1695.77777778,235.273658629,1200.0,1966.0,1727.875,227.010029671
Michel_de_Montaigne,4,-209.75,340.323742927,-535.0,160.0,-142.5,331.473980879,12,1793.25,154.860075091,1541.0,1959.0,1802.83333333,149.583978643
Jacques_Rancière,8,1125.16666667,1186.74047991,-428.0,1926.0,1194.66666667,1185.56512544,5,1945.0,13.2287565553,1935.0,1960.0,2014.0,
Félix_Guattari,3,1881.33333333,56.1456439391,1818.0,1925.0,1953.0,61.0245852096,10,1948.83333333,17.0342791649,1925.0,1969.0,1995.0,
Franz_Bopp,1,,,,,,,1,,,,,,
Augusto_Ponzio,5,1889.4,40.6730869249,1818.0,1915.0,1967.8,48.9663149522,0,,,,,,
Alasdair_MacIntyre,9,1544.0,852.201854023,-384.0,1922.0,1610.71428571,854.78958703,0,,,,,,
Al-Dhahabi,0,,,,,,,1,705.0,,705.0,705.0,744.0,
Mike_Davis_(scholar),3,1845.33333333,45.6216322958,1818.0,1898.0,1919.0,52.3067873225,0,,,,,,
Gottfried_Wilhelm_Leibniz,16,1008.78571429,877.646518872,-551.0,1660.0,1070.57142857,872.14613404,38,1816.42424242,89.5520206022,1660.0,1980.0,1873.5,85.3042223154
Andy_Clark,2,1925.0,24.0416305603,1908.0,1942.0,1961.0,,0,,,,,,
Al-Raghib_al-Isfahani,1,760.0,,760.0,760.0,796.0,,0,,,,,,
Derek_Parfit,1,1838.0,,1838.0,1838.0,1900.0,,1,,,,,,
Michele_Marsonet,2,1908.5,27.5771644663,1889.0,1928.0,1951.0,,0,,,,,,
Christopher_Hitchens,11,1849.2,101.627642784,1632.0,1942.0,1896.5,111.770172356,0,,,,,,
Antonio_Labriola,3,1788.0,26.1533936612,1770.0,1818.0,1851.66666667,27.5922694488,2,1878.5,17.6776695297,1866.0,1891.0,1944.5,10.6066017178
Arthur_Drews,2,1023.0,1158.24090758,204.0,1842.0,1088.0,1156.82669402,0,,,,,,
David_the_Invincible,2,-406.0,31.1126983722,-428.0,-384.0,-335.0,18.3847763109,0,,,,,,
Mary_Daly,2,1893.0,21.2132034356,1878.0,1908.0,1975.5,14.8492424049,1,1940.0,,1940.0,1940.0,2015.0,
Leo_Strauss,18,1330.75,892.056911488,-470.0,1901.0,1400.625,891.968525229,10,1921.625,18.9656644643,1888.0,1948.0,1998.0,13.5400640077
John_Anderson_(philosopher),2,662.0,1692.81363416,-535.0,1859.0,731.5,1706.248663,5,1923.2,7.46324326282,1914.0,1932.0,1995.6,13.5757136092
Alfred_North_Whitehead,12,1219.58333333,1010.12649598,-535.0,1863.0,1293.33333333,1014.36270484,21,1920.33333333,26.2947098236,1872.0,1969.0,1987.0,14.5602197786
Louis_Michael_Seidman,1,1942.0,,1942.0,1942.0,,,0,,,,,,
Shin_Chaeho,1,1130.0,,1130.0,1130.0,1200.0,,0,,,,,,
Karim_Mojtahedi,1,1770.0,,1770.0,1770.0,1831.0,,0,,,,,,
Theophrastus,2,-406.0,31.1126983722,-428.0,-384.0,-335.0,18.3847763109,2,-325.5,13.4350288425,-335.0,-316.0,-14.0,360.624458405
Pierre_Duhem,1,1623.0,,1623.0,1623.0,1662.0,,2,1915.0,9.89949493661,1908.0,1922.0,1998.0,2.82842712475
Jeremy_Waldron,2,1935.0,5.65685424949,1931.0,1939.0,2013.0,,0,,,,,,
J._L._Mackie,2,1802.0,128.693434176,1711.0,1893.0,1869.0,131.521861301,1,1932.0,,1932.0,1932.0,2015.0,
August_Schleicher,2,1768.5,2.12132034356,1767.0,1770.0,1833.0,2.82842712475,1,1840.0,,1840.0,1840.0,1916.0,
Heraclitus,2,-590.0,28.2842712475,-610.0,-570.0,-520.5,36.0624458405,16,1110.4,1064.93445808,-515.0,1924.0,1260.78571429,1061.49438772
Nel_Noddings,3,1117.66666667,1300.51617957,-384.0,1878.0,1198.33333333,1316.66333333,0,,,,,,
Kwame_Anthony_Appiah,2,1845.5,106.773123959,1770.0,1921.0,1916.5,120.915259583,0,,,,,,
James_Rachels,1,1946.0,,1946.0,1946.0,,,0,,,,,,
Emil_Cioran,8,1816.75,60.3673279657,1724.0,1889.0,1881.5,60.573450101,1,,,,,,
William_James,13,1782.92307692,71.6199012594,1623.0,1864.0,1847.61538462,77.448411283,27,1898.0,36.9671668994,1855.0,1969.0,1960.375,28.0805389312
Joseph_Margolis,4,1856.5,61.0928255471,1770.0,1908.0,1933.5,72.0578471322,0,,,,,,
Al-Kindi,1,204.0,,204.0,204.0,270.0,,2,1399.5,777.110352524,850.0,1949.0,934.0,
Israel_Scheffler,1,1906.0,,1906.0,1906.0,1998.0,,0,,,,,,
Johann_Gustav_Droysen,1,1770.0,,1770.0,1770.0,1831.0,,1,1833.0,,1833.0,1833.0,1911.0,
Ivan_Illich,3,1900.0,15.8745078664,1882.0,1912.0,1987.33333333,12.4230967691,3,1951.0,,1951.0,1951.0,,
