,"(following, count)","(following, birth mean)","(following, birth std)","(following, birth min)","(following, birth max)","(following, death mean)","(following, death std)","(followers, count)","(followers, birth mean)","(followers, birth std)","(followers, birth min)","(followers, birth max)","(followers, death mean)","(followers, death std)"
Muhammad_Mustafa_Jauhar,0,,,,,,,0,,,,,,
Leonardo_Polo,3,1033.66666667,1236.44503854,-384.0,1889.0,1101.33333333,1243.37336843,0,,,,,,
Julian_Savulescu,1,1946.0,,1946.0,1946.0,,,0,,,,,,
Francis_Fukuyama,2,1916.0,19.7989898732,1902.0,1930.0,1980.0,16.9705627485,0,,,,,,
Jacques_Ellul,4,1828.5,30.5559595933,1809.0,1874.0,1887.75,41.8041066563,4,1923.75,4.78713553878,1918.0,1929.0,1993.0,7.87400787401
Moses_Mendelssohn,4,1539.5,272.835115042,1137.0,1743.0,1610.75,276.035474773,3,1798.66666667,87.065109736,1743.0,1899.0,1864.0,94.8736001214
Ivo_Urbančič,1,1889.0,,1889.0,1889.0,1976.0,,0,,,,,,
Jakob_Böhme,1,1493.0,,1493.0,1493.0,1541.0,,3,1812.33333333,53.799008665,1775.0,1874.0,1887.33333333,52.6244556583
Richard_David_Precht,1,1953.0,,1953.0,1953.0,,,0,,,,,,
Emil_Fackenheim,1,1775.0,,1775.0,1775.0,1854.0,,0,,,,,,
Shibli_Nomani,1,1817.0,,1817.0,1817.0,1898.0,,2,1928.0,33.941125497,1904.0,1952.0,1997.0,
Hent_de_Vries,1,1926.0,,1926.0,1926.0,,,0,,,,,,
George_Gurdjieff,0,,,,,,,1,1898.0,,1898.0,1898.0,1974.0,
Friedrich_Wilhelm_Foerster,0,,,,,,,0,,,,,,
Debiprasad_Chattopadhyaya,1,1818.0,,1818.0,1818.0,1883.0,,1,1947.0,,1947.0,1947.0,,
Svetozar_Marković,1,1818.0,,1818.0,1818.0,1883.0,,1,1949.0,,1949.0,1949.0,,
Gerald_Cohen,3,1875.66666667,50.1431284757,1818.0,1909.0,1952.0,60.6712452485,1,1959.0,,1959.0,1959.0,,
Zeno_of_Citium,4,-402.5,88.5531855252,-535.0,-350.0,-330.0,96.6953980291,5,-138.6,167.300029886,-330.0,55.0,-57.4,161.177852077
Peter_G._Ossorio,0,,,,,,,0,,,,,,
Hans_Reichenbach,0,,,,,,,2,1933.5,10.6066017178,1926.0,1941.0,,
Herbert_Blumer,4,1861.0,2.94392028878,1858.0,1864.0,1932.5,14.2009389361,0,,,,,,
Raymond_Geuss,5,1864.4,36.1150937975,1818.0,1903.0,1936.6,42.7118250605,0,,,,,,
Friedrich_Albert_Lange,0,,,,,,,1,1844.0,,1844.0,1844.0,1900.0,
Jacques_Lacan,8,1881.25,29.9129689982,1818.0,1908.0,1957.75,40.3334317197,15,1945.53333333,15.7383365733,1918.0,1973.0,1992.33333333,2.51661147842
Annette_Baier,2,1811.5,142.128463018,1711.0,1912.0,1882.5,150.613744393,0,,,,,,
Joseph_de_Maistre,4,1184.25,1046.68759268,-384.0,1754.0,1257.5,1054.27589684,9,1835.55555556,63.5454780278,1754.0,1911.0,1916.55555556,67.8161321352
Sidney_Hook,4,1857.25,27.5605394238,1818.0,1880.0,1938.0,37.9736750921,2,1922.0,4.24264068712,1919.0,1925.0,2000.0,16.9705627485
Ferdinand_de_Saussure,1,1840.0,,1840.0,1840.0,1916.0,,12,1911.41666667,14.5130557733,1891.0,1935.0,1986.75,18.9214885057
Jaegwon_Kim,1,1905.0,,1905.0,1905.0,1997.0,,0,,,,,,
Seneca_the_Younger,2,-234.5,140.714249456,-334.0,-135.0,-156.5,149.19953083,2,1006.5,744.583440589,480.0,1533.0,1058.0,755.190042307
Friedrich_Nietzsche,20,1094.05,996.776302572,-535.0,1837.0,1152.95,995.175016345,71,1920.70422535,31.5070941518,1847.0,1973.0,1973.11627907,28.3986999219
George_Santayana,3,1125.0,1065.20279759,-99.0,1842.0,1177.33333333,1073.57176441,1,1861.0,,1861.0,1861.0,1947.0,
Rudolf_Sutermeister,1,1772.0,,1772.0,1772.0,1837.0,,0,,,,,,
Socrates,1,-515.0,,-515.0,-515.0,-460.0,,14,939.857142857,1159.42584313,-445.0,1945.0,845.0,1168.54268215
Renzo_Novatore,4,1825.0,33.9607616719,1788.0,1862.0,1885.25,33.1197322856,0,,,,,,
David_Malet_Armstrong,1,1893.0,,1893.0,1893.0,1962.0,,1,1965.0,,1965.0,1965.0,,
Evald_Ilyenkov,1,1818.0,,1818.0,1818.0,1883.0,,0,,,,,,
J._L._Austin,2,1886.5,19.091883092,1873.0,1900.0,1967.0,12.7279220614,8,1929.0,14.0610911993,1907.0,1956.0,1997.0,7.07106781187
Peter_Geach,3,1110.0,1293.873255,-384.0,1866.0,1176.0,1297.30605487,2,1930.0,1.41421356237,1929.0,1931.0,,
Frank_P._Ramsey,1,1872.0,,1872.0,1872.0,1970.0,,2,1931.5,31.8198051534,1909.0,1954.0,1988.0,
Franz_Brentano,2,709.0,1545.73542367,-384.0,1802.0,775.0,1551.39227792,8,1880.375,36.4728372511,1848.0,1959.0,1941.42857143,23.1650393399
Dewi_Zephaniah_Phillips,2,1861.0,67.8822509939,1813.0,1909.0,1899.0,62.2253967444,0,,,,,,
Goran_Švob,1,1848.0,,1848.0,1848.0,1925.0,,0,,,,,,
Peter_Abelard,3,110.0,445.147166676,-384.0,480.0,169.0,439.091106719,1,1287.0,,1287.0,1287.0,1347.0,
Richard_McKeon,3,1119.66666667,1302.27352478,-384.0,1884.0,1202.66666667,1320.46405984,3,1898.66666667,23.1156512634,1872.0,1913.0,1985.0,18.0277563773
Charles_Hartshorne,3,1843.33333333,25.5799400573,1814.0,1861.0,1908.33333333,43.015501082,3,1931.33333333,7.0945988846,1925.0,1939.0,,
Gottlob_Frege,6,1763.5,70.5315532227,1646.0,1824.0,1833.33333333,72.7507159186,13,1927.69230769,32.1594584723,1872.0,1974.0,1990.28571429,23.7045304089
George_Grant_(philosopher),6,1511.5,928.929006975,-384.0,1912.0,1577.33333333,931.062976746,0,,,,,,
Damaris_Cudworth_Masham,12,1227.58333333,795.944088755,-551.0,1660.0,1288.91666667,793.707120054,14,1806.14285714,94.7562517871,1660.0,1928.0,1871.46153846,96.3678848516
Axel_Honneth,7,1909.71428571,19.1373481767,1885.0,1931.0,1976.0,6.204836823,1,1947.0,,1947.0,1947.0,,
Mozi,0,,,,,,,0,,,,,,
Ibn_Arabi,0,,,,,,,2,1913.5,38.8908729653,1886.0,1941.0,1951.0,
Crates_of_Thebes,3,-405.666666667,42.8524600616,-445.0,-360.0,-322.666666667,42.5009803808,2,-342.0,11.313708499,-350.0,-334.0,-271.0,12.7279220614
Muhammad_Sirajuddin_Naqshbandi,0,,,,,,,1,1962.0,,1962.0,1962.0,,
Masahiro_Morioka,3,1878.66666667,30.8274769213,1844.0,1903.0,1956.33333333,49.5210392998,0,,,,,,
Sadat_Husaini,1,1877.0,,1877.0,1877.0,1938.0,,0,,,,,,
Heraclitus,2,-590.0,28.2842712475,-610.0,-570.0,-520.5,36.0624458405,13,1178.0,1041.4749957,-515.0,1924.0,1347.33333333,1028.89140105
Thomas_Hill_Green,1,1817.0,,1817.0,1817.0,1881.0,,4,1857.5,8.34665601703,1846.0,1866.0,1934.75,13.1497781984
George_Hourani,0,,,,,,,0,,,,,,
Abdulhakim_Arvasi,0,,,,,,,1,1904.0,,1904.0,1904.0,1983.0,
Hans_Joas,2,1892.5,41.71930009,1863.0,1922.0,1964.0,46.6690475583,0,,,,,,
Michael_J._Sandel,3,1832.66666667,173.793939288,1632.0,1935.0,1704.0,,1,1964.0,,1964.0,1964.0,,
Emer_de_Vattel,2,1662.5,23.3345237792,1646.0,1679.0,1735.0,26.8700576851,0,,,,,,
Étienne_Bonnot_de_Condillac,2,1672.5,57.2756492761,1632.0,1713.0,1744.0,56.5685424949,3,1731.0,30.347981811,1712.0,1766.0,1791.0,28.7923600978
Clarence_Irving_Lewis,1,1855.0,,1855.0,1855.0,1916.0,,5,1906.0,8.71779788708,1892.0,1916.0,1995.6,5.31977443131
Kuruvilla_Pandikattu,2,1908.5,6.36396103068,1904.0,1913.0,1994.5,14.8492424049,0,,,,,,
Clive_Hamilton,1,1928.0,,1928.0,1928.0,,,0,,,,,,
Avital_Ronell,6,1899.66666667,33.5420134558,1844.0,1937.0,1963.0,42.9301758673,0,,,,,,
Robert_Nozick,3,1781.0,138.206367437,1632.0,1905.0,1858.0,147.074810896,1,1964.0,,1964.0,1964.0,,
Herbert_Spencer,3,1797.33333333,9.01849950565,1788.0,1806.0,1862.0,9.53939201417,5,1852.2,12.2963409192,1838.0,1868.0,1909.6,20.5499391727
Bertrand_Russell,14,1799.85714286,79.8381604756,1646.0,1900.0,1869.71428571,86.7626546491,23,1914.82608696,26.7626812319,1859.0,1965.0,1979.64705882,26.2748481834
Eugène_Minkowski,3,1872.0,12.124355653,1859.0,1883.0,1946.0,20.9523268398,1,1908.0,,1908.0,1908.0,1961.0,
Karl_Marx,17,1393.52941176,800.038758252,-384.0,1828.0,1454.52941176,800.841753848,101,1919.71287129,32.2596765742,1814.0,1973.0,1974.08064516,35.9955818724
Hong_Dae-yong,3,69.0,923.201494799,-551.0,1130.0,144.0,919.443853642,1,1737.0,,1737.0,1737.0,1836.0,
Lon_L._Fuller,0,,,,,,,1,1931.0,,1931.0,1931.0,2013.0,
György_Márkus,1,1818.0,,1818.0,1818.0,1883.0,,1,1929.0,,1929.0,1929.0,,
Pascal_Engel,2,1910.0,9.89949493661,1903.0,1917.0,1966.5,51.6187950266,0,,,,,,
Abul_Hasan_Ali_Hasani_Nadwi,1,1877.0,,1877.0,1877.0,1938.0,,2,1941.5,17.6776695297,1929.0,1954.0,,
John_Wycliffe,1,1287.0,,1287.0,1287.0,1347.0,,2,1379.5,14.8492424049,1369.0,1390.0,1437.5,31.8198051534
Boris_Groys,9,1626.66666667,754.83938689,-384.0,1930.0,1689.11111111,755.680065313,0,,,,,,
Roman_Ingarden,0,,,,,,,1,1923.0,,1923.0,1923.0,2014.0,
Han_Ryner,4,277.0,1039.8349228,-412.0,1806.0,349.5,1024.95349488,1,1959.0,,1959.0,1959.0,,
Mortimer_J._Adler,3,1043.33333333,1242.41109675,-384.0,1882.0,1118.33333333,1254.5956852,1,1937.0,,1937.0,1937.0,,
Robert_C._Solomon,4,1898.0,37.4788829432,1844.0,1930.0,1946.66666667,41.6333199893,0,,,,,,
Abu_Zayd_al-Balkhi,1,801.0,,801.0,801.0,873.0,,1,854.0,,854.0,854.0,932.0,
Peter_Sloterdijk,7,1903.0,32.0936130718,1844.0,1930.0,1972.57142857,34.6884089328,0,,,,,,
Alexander_Nehamas,4,1895.0,37.7447568103,1844.0,1926.0,1960.0,40.1331118488,0,,,,,,
Niccolò_Machiavelli,0,,,,,,,15,1830.86666667,123.349599957,1588.0,1945.0,1873.66666667,126.928994706
R._M._Hare,4,1889.75,34.8556547301,1838.0,1911.0,1956.25,39.3308615043,2,1937.5,12.0208152802,1929.0,1946.0,2003.0,
François_Zourabichvili,2,1778.5,207.182286888,1632.0,1925.0,1836.0,224.859956417,0,,,,,,
Søren_Kierkegaard,6,1032.66666667,1131.25870899,-470.0,1802.0,1102.0,1133.47836327,36,1869.69444444,319.985429976,10.0,1973.0,1982.33333333,17.0567679627
Gaius_Musonius_Rufus,0,,,,,,,1,55.0,,55.0,55.0,135.0,
Marcel_Paquet,4,1822.75,131.512673661,1632.0,1926.0,1884.25,143.258216751,0,,,,,,
Ernest_Nagel,2,1885.5,7.77817459305,1880.0,1891.0,1958.5,16.2634559673,2,1920.5,2.12132034356,1919.0,1922.0,2014.0,
Ivan_Sviták,1,1818.0,,1818.0,1818.0,1883.0,,0,,,,,,
Nahmanides,0,,,,,,,1,1966.0,,1966.0,1966.0,,
Gorgias,2,-502.5,17.6776695297,-515.0,-490.0,-445.0,21.2132034356,1,-445.0,,-445.0,-445.0,-365.0,
Susan_Hurley,1,1917.0,,1917.0,1917.0,2003.0,,0,,,,,,
Martin_Heidegger,22,1329.72727273,906.381459789,-610.0,1883.0,1394.68181818,909.3420639,70,1929.42857143,24.4253203314,1883.0,1980.0,1986.48571429,18.5287875045
Ágnes_Heller,3,1879.0,58.2322934462,1818.0,1934.0,1927.0,62.2253967444,0,,,,,,
Muhammad_Farooq_Khan,3,1660.66666667,463.656482035,1126.0,1952.0,1597.5,564.978318168,0,,,,,,
Ata_ibn_Abi_Rabah,0,,,,,,,0,,,,,,
Charles_Taliaferro,1,1596.0,,1596.0,1596.0,1650.0,,0,,,,,,
Sibawayh,0,,,,,,,1,1120.0,,1120.0,1120.0,1196.0,
René_Guénon,1,1165.0,,1165.0,1165.0,1240.0,,5,1932.6,24.0790365256,1898.0,1962.0,1993.0,26.8700576851
Antony_Flew,2,1822.5,157.684812205,1711.0,1934.0,1776.0,,0,,,,,,
Claudia_Card,4,1870.25,66.7451621218,1788.0,1928.0,1943.0,74.627966161,0,,,,,,
Zygmunt_Bauman,4,1887.25,46.9139282801,1818.0,1922.0,1967.0,56.0238044644,0,,,,,,
William_Stringfellow,1,1912.0,,1912.0,1912.0,1994.0,,0,,,,,,
Lawrence_Sklar,1,1905.0,,1905.0,1905.0,1997.0,,0,,,,,,
Johann_Gottfried_Herder,2,1681.0,69.2964645563,1632.0,1730.0,1732.5,78.4888527117,1,1775.0,,1775.0,1775.0,1854.0,
Paul_Thieme,0,,,,,,,1,1930.0,,1930.0,1930.0,,
Adam_Ferguson,1,1719.0,,1719.0,1719.0,1754.0,,0,,,,,,
Mou_Zongsan,0,,,,,,,0,,,,,,
Alexander_Tarasov,4,1876.5,39.8706241068,1818.0,1905.0,1953.25,47.0062052641,0,,,,,,
Baruch_Spinoza,11,793.363636364,914.623012254,-515.0,1602.0,856.818181818,918.480464483,39,1846.64102564,96.2457072671,1646.0,1963.0,1910.25,102.690485023
Alexius_Meinong,2,1774.5,89.8025612107,1711.0,1838.0,1846.5,99.7020561473,4,1892.75,32.0767309224,1859.0,1924.0,1973.0,29.9443929086
David_Orton_(deep_ecology),2,1923.5,16.2634559673,1912.0,1935.0,2002.5,9.19238815543,0,,,,,,
William_E._Connolly,2,1885.0,57.9827560573,1844.0,1926.0,1942.0,59.3969696197,0,,,,,,
John_Mearsheimer,1,1924.0,,1924.0,1924.0,2013.0,,0,,,,,,
Maurice_Blanchot,3,1845.0,91.3290753265,1740.0,1906.0,1928.33333333,99.4702635632,3,1946.66666667,19.3993127026,1934.0,1969.0,1994.0,
Sam_C._Sarkesian,0,,,,,,,0,,,,,,
Carl_F._H._Henry,1,1902.0,,1902.0,1902.0,1985.0,,1,1957.0,,1957.0,1957.0,,
Nicole_Oresme,2,451.5,1181.57543136,-384.0,1287.0,512.5,1180.1612178,1,1944.0,,1944.0,1944.0,1999.0,
Syed_Zahoor_Shah_Hashmi,1,1877.0,,1877.0,1877.0,1938.0,,0,,,,,,
L._W._Sumner,1,1914.0,,1914.0,1914.0,2004.0,,0,,,,,,
Desiderius_Erasmus,2,1465.0,2.82842712475,1463.0,1467.0,1506.5,17.6776695297,0,,,,,,
Nicolai_Hartmann,2,1872.0,2.82842712475,1870.0,1874.0,1946.5,26.1629509039,4,1898.25,21.3131414859,1874.0,1923.0,1971.0,35.3459097115
Philip_Green_(author),3,1778.66666667,58.0459588028,1712.0,1818.0,1844.66666667,57.9511288357,0,,,,,,
Charles_Taylor_(philosopher),8,1590.0,798.942515365,-384.0,1929.0,1610.28571429,853.652488679,3,1945.66666667,9.45163125251,1935.0,1953.0,,
Alain_de_Benoist,9,1888.88888889,22.1045495568,1844.0,1929.0,1961.77777778,32.9081212536,1,1926.0,,1926.0,1926.0,2012.0,
Charles_Bernard_Renouvier,1,1814.0,,1814.0,1814.0,1862.0,,1,1842.0,,1842.0,1842.0,1910.0,
Syed_Mahmood_Khundmiri,1,1877.0,,1877.0,1877.0,1938.0,,0,,,,,,
Mikhail_Bakhtin,1,1844.0,,1844.0,1844.0,1900.0,,2,1941.5,0.707106781187,1941.0,1942.0,,
Charles_Stevenson,3,1724.0,142.944044997,1588.0,1873.0,1804.33333333,141.641566404,0,,,,,,
Ernest_Renan,0,,,,,,,1,1868.0,,1868.0,1868.0,1952.0,
Héctor-Neri_Castañeda,2,1882.5,41.71930009,1853.0,1912.0,1954.5,48.7903679019,0,,,,,,
Judith_Butler,11,1890.18181818,43.8173896571,1813.0,1932.0,1951.7,52.4934916601,0,,,,,,
Stilpo,1,-435.0,,-435.0,-435.0,-365.0,,2,-349.5,21.9203102168,-365.0,-334.0,-273.5,16.2634559673
Mary_Ainsworth,0,,,,,,,1,1948.0,,1948.0,1948.0,,
Hermann_Lotze,2,1775.5,0.707106781187,1775.0,1776.0,1847.5,9.19238815543,7,1849.57142857,11.4870527531,1836.0,1872.0,1920.57142857,26.2796318014
Giorgio_Del_Vecchio,0,,,,,,,1,1909.0,,1909.0,1909.0,2004.0,
Jan_Patočka,1,1889.0,,1889.0,1889.0,1976.0,,0,,,,,,
Gaston_Bachelard,3,1842.0,38.4317577012,1798.0,1869.0,1911.33333333,47.3743953348,11,1927.0,19.9849943708,1892.0,1966.0,1989.71428571,12.6848240786
Epicurus,2,-397.5,53.033008589,-435.0,-360.0,-313.0,60.811183182,17,1567.64705882,646.200330894,-150.0,1959.0,1603.5,658.817931349
Werner_Krieglstein,1,1903.0,,1903.0,1903.0,1969.0,,0,,,,,,
Theodor_W._Adorno,11,1825.0,89.9188523058,1646.0,1895.0,1888.81818182,95.486981502,11,1928.90909091,23.0323882629,1892.0,1956.0,1973.75,25.9663243452
William_L._Rowe,1,1710.0,,1710.0,1710.0,1796.0,,0,,,,,,
Parmenides,2,-552.5,24.7487373415,-570.0,-535.0,-485.0,14.1421356237,8,380.75,1168.39924072,-490.0,1889.0,450.25,1163.35042626
Henry_Corbin,2,1893.5,13.4350288425,1884.0,1903.0,1979.5,2.12132034356,0,,,,,,
Adriana_Cavarero,6,1855.0,131.919672528,1588.0,1930.0,1927.83333333,123.705160227,0,,,,,,
Julius_Thomas_Fraser,0,,,,,,,0,,,,,,
Theodore_Drange,1,1909.0,,1909.0,1909.0,1988.0,,0,,,,,,
C._J._F._Williams,2,1881.0,46.6690475583,1848.0,1914.0,1947.0,31.1126983722,0,,,,,,
J._J._C._Smart,2,1869.0,43.8406204336,1838.0,1900.0,1938.0,53.7401153702,0,,,,,,
Mário_Ferreira_dos_Santos,26,1593.46153846,630.92549359,-570.0,1895.0,1657.30769231,630.926605508,1,1947.0,,1947.0,1947.0,,
Tajuddin_Muhammad_Badruddin,0,,,,,,,2,1896.0,2.82842712475,1894.0,1898.0,1974.0,7.07106781187
Allan_Bloom,10,1329.9,939.414528073,-470.0,1905.0,1397.6,941.046840256,1,1952.0,,1952.0,1952.0,,
Grace_Ji-Sun_Kim,1,1908.0,,1908.0,1908.0,1986.0,,0,,,,,,
Aristippus,1,-470.0,,-470.0,-470.0,-399.0,,2,809.0,1626.34559673,-341.0,1959.0,-270.0,
William_Lane_Craig,5,1699.6,502.430393189,801.0,1934.0,1627.33333333,653.314880692,2,1955.0,9.89949493661,1948.0,1962.0,,
Jean_Baudrillard,3,1883.66666667,57.134344604,1818.0,1922.0,1953.33333333,61.500677503,3,1949.0,10.3923048454,1943.0,1961.0,,
Mir_Tanha_Yousafi,1,1877.0,,1877.0,1877.0,1938.0,,0,,,,,,
Bertrando_Spaventa,0,,,,,,,2,1870.5,6.36396103068,1866.0,1875.0,1948.0,5.65685424949
Richard_Swinburne,4,1252.0,1099.93363436,-384.0,1905.0,1323.75,1108.42782805,3,1936.66666667,13.0511813003,1923.0,1949.0,2010.0,
Pierre_Gassendi,2,-220.0,171.119841047,-341.0,-99.0,-162.5,152.027957955,4,1631.25,30.8693483356,1588.0,1659.0,1701.75,15.9661099416
Louis_Blanc,2,1783.0,32.5269119346,1760.0,1806.0,1849.0,33.941125497,3,1821.66666667,17.7857620959,1809.0,1842.0,1887.33333333,29.6704117486
James_M._Edie,3,1885.0,37.2692903072,1842.0,1908.0,1950.33333333,36.1985266735,0,,,,,,
Theognostus_of_Alexandria,0,,,,,,,0,,,,,,
Auguste_Comte,2,1678.0,115.965512115,1596.0,1760.0,1737.5,123.743686708,12,1844.25,32.549612482,1784.0,1884.0,1913.58333333,37.1470256569
Paul_Ludwig_Landsberg,0,,,,,,,0,,,,,,
Max_Adler_(Marxist),2,1830.0,33.941125497,1806.0,1854.0,1897.0,57.9827560573,0,,,,,,
Hedley_Bull,1,1893.0,,1893.0,1893.0,1962.0,,0,,,,,,
Giovanni_Gentile,5,1830.0,24.6475150877,1805.0,1866.0,1898.0,31.8040877876,1,1866.0,,1866.0,1866.0,1952.0,
William_Henry_Chamberlin_(philosopher),1,1855.0,,1855.0,1855.0,1916.0,,0,,,,,,
Herbert_Marcuse,5,1855.4,57.700086655,1772.0,1903.0,1927.6,63.8654836355,6,1940.0,16.3707055437,1913.0,1958.0,2002.0,
Karl_Leonhard_Reinhold,1,1754.0,,1754.0,1754.0,1800.0,,3,1772.66666667,25.7164020293,1754.0,1802.0,1828.66666667,38.1750354726
George_Herbert_Mead,1,1864.0,,1864.0,1864.0,1929.0,,4,1909.0,38.7384391357,1859.0,1948.0,1969.5,24.7487373415
Jean-Jacques_Rousseau,11,1433.18181818,607.287216757,-384.0,1714.0,1497.36363636,608.390708793,28,1841.14285714,79.0371287742,1711.0,1960.0,1895.56,79.412467535
Rudolf_Carnap,2,1860.0,16.9705627485,1848.0,1872.0,1947.5,31.8198051534,9,1919.0,20.5,1901.0,1966.0,1991.33333333,7.94145242803
Georges_Bataille,2,1686.0,76.3675323681,1632.0,1740.0,1745.5,96.8736290226,5,1939.2,25.6066397639,1901.0,1962.0,1982.5,2.12132034356
Michel_Foucault,13,1716.38461538,620.035555225,-341.0,1925.0,1791.76923077,621.563506255,26,1945.19230769,10.4614309949,1920.0,1964.0,2005.57142857,6.67974906857
William_Frankena,4,1876.0,11.6045967904,1861.0,1887.0,1960.0,10.1653004547,0,,,,,,
Bracha_L._Ettinger,4,1915.25,13.9373598648,1901.0,1930.0,1991.5,7.4161984871,0,,,,,,
Sheldon_Wolin,0,,,,,,,2,1954.0,1.41421356237,1953.0,1955.0,,
Euclid_of_Megara,1,-470.0,,-470.0,-470.0,-399.0,,1,-360.0,,-360.0,-360.0,-280.0,
Xavier_Zubiri,5,1316.4,962.099423137,-384.0,1889.0,1388.4,968.421034468,2,1938.5,12.0208152802,1930.0,1947.0,1989.0,
Harold_Joachim,0,,,,,,,1,1908.0,,1908.0,1908.0,2009.0,
Arda_Denkel,1,1919.0,,1919.0,1919.0,2006.0,,0,,,,,,
Richard_Rorty,16,1905.0,30.6572449295,1842.0,1936.0,1977.42857143,33.9812488694,7,1941.42857143,9.34268239242,1929.0,1953.0,,
Johann_Friedrich_Herbart,0,,,,,,,4,1826.0,24.1798814444,1796.0,1848.0,1894.75,17.6328292303
Franciscus_van_den_Enden,0,,,,,,,1,1632.0,,1632.0,1632.0,1677.0,
Park_Ji-won,4,484.5,1121.94548293,-551.0,1731.0,553.75,1111.37973558,0,,,,,,
Guillaume_Budé,0,,,,,,,1,1467.0,,1467.0,1467.0,1519.0,
Federico_Ferrari,1,1907.0,,1907.0,1907.0,2003.0,,0,,,,,,
Sarah_Kofman,3,1893.66666667,44.5234020862,1844.0,1930.0,1969.0,59.7578446733,0,,,,,,
Georges_Canguilhem,4,1878.5,19.3304595565,1859.0,1903.0,1949.5,9.32737905309,4,1924.75,4.99165971062,1918.0,1930.0,1992.75,7.63216876124
Nijaz_Ibrulj,2,1924.5,10.6066017178,1917.0,1932.0,2003.0,,0,,,,,,
Otto_Neurath,0,,,,,,,0,,,,,,
Gregg_Lambert,3,1926.33333333,3.21455025366,1924.0,1930.0,1999.0,4.58257569496,0,,,,,,
Yahya_ibn_Ma'in,0,,,,,,,1,815.0,,815.0,815.0,883.0,
George_Campbell_(minister),3,1684.33333333,45.3247540902,1632.0,1711.0,1758.66666667,48.3873261643,0,,,,,,
Gemistus_Pletho,0,,,,,,,0,,,,,,
Chris_Bateman,1,1813.0,,1813.0,1813.0,1855.0,,0,,,,,,
Philip_Lindholm,2,1859.5,65.7609306503,1813.0,1906.0,1925.0,98.9949493661,0,,,,,,
Stephen_Mumford,2,1899.0,38.1837661841,1872.0,1926.0,1992.0,31.1126983722,0,,,,,,
Friedrich_Wilhelm_Joseph_Schelling,7,1690.28571429,71.9182737226,1575.0,1762.0,1748.71428571,76.8759049502,14,1874.0,55.9505275977,1768.0,1950.0,1934.83333333,56.2022861608
Northrop_Frye,1,1880.0,,1880.0,1880.0,1936.0,,1,1926.0,,1926.0,1926.0,,
Max_Black,3,1882.66666667,17.616280349,1872.0,1903.0,1952.66666667,20.5264057578,1,1934.0,,1934.0,1934.0,,
Jacques_Maritain,3,1122.66666667,1304.83613275,-384.0,1884.0,1202.66666667,1320.46405984,5,1919.8,10.3537432844,1902.0,1928.0,2004.75,4.11298755975
Josef_Pieper,1,-384.0,,-384.0,-384.0,-322.0,,1,1921.0,,1921.0,1921.0,2006.0,
Antisthenes,2,-477.5,10.6066017178,-485.0,-470.0,-389.5,13.4350288425,2,-388.5,33.2340187158,-412.0,-365.0,-304.0,26.8700576851
Hans_Jonas,2,1875.0,19.7989898732,1861.0,1889.0,1961.5,20.5060966544,6,1928.5,25.2725147146,1901.0,1960.0,1988.66666667,15.8219257151
Natalia_Magnat,2,1861.5,61.5182899632,1818.0,1905.0,1931.5,68.5893577751,0,,,,,,
Maine_de_Biran,5,1660.0,51.7107338954,1596.0,1714.0,1725.6,54.7247658743,6,1863.83333333,36.6628785922,1813.0,1922.0,1944.0,34.3860436805
Robert_B._Pippin,4,1927.25,21.0772389084,1899.0,1950.0,1998.0,21.9317121995,2,1946.0,5.65685424949,1942.0,1950.0,,
Carneades,1,-360.0,,-360.0,-360.0,-270.0,,1,160.0,,160.0,160.0,210.0,
Nader_El-Bizri,6,1890.0,17.0997075998,1861.0,1908.0,1967.5,16.3309522074,0,,,,,,
Lucien_Tesnière,2,1812.0,63.6396103068,1767.0,1857.0,1874.0,55.1543289326,0,,,,,,
Alain_Badiou,6,1898.5,40.648493207,1818.0,1925.0,1971.16666667,43.7968796453,2,1954.5,7.77817459305,1949.0,1960.0,,
Tetsuro_Watsuji,1,1889.0,,1889.0,1889.0,1976.0,,2,1925.0,0.0,1925.0,1925.0,2005.0,
David_Ray_Griffin,3,1894.33333333,32.083225108,1861.0,1925.0,1973.5,37.4766594029,1,1966.0,,1966.0,1966.0,,
Syed_Ahmad_Khan,2,1684.5,74.2462120246,1632.0,1737.0,1756.5,74.2462120246,1,1857.0,,1857.0,1857.0,1914.0,
Bernard_Mandeville,3,1622.0,25.5147016443,1596.0,1647.0,1681.0,28.4780617318,2,1783.5,85.5599205236,1723.0,1844.0,1845.0,77.7817459305
Duncan_Kennedy_(legal_philosopher),0,,,,,,,1,1955.0,,1955.0,1955.0,,
Y._Michal_Bodemann,2,1874.0,79.1959594929,1818.0,1930.0,1942.5,84.1457069612,0,,,,,,
Nicholas_of_Cusa,5,822.4,697.927861602,-384.0,1260.0,887.4,700.085566199,7,1721.85714286,190.557452904,1463.0,1947.0,1742.5,192.926670007
Upasni_Maharaj,0,,,,,,,1,1894.0,,1894.0,1894.0,1969.0,
Karl_Popper,10,1092.6,1076.56575378,-535.0,1872.0,1158.5,1078.20975593,7,1927.28571429,13.9727626201,1903.0,1945.0,1985.75,10.4043260233
Morris_Janowitz,2,1880.5,30.405591591,1859.0,1902.0,1970.5,26.1629509039,2,1949.5,2.12132034356,1948.0,1951.0,,
Claudine_Tiercelin,1,1266.0,,1266.0,1266.0,1308.0,,0,,,,,,
