name,birthyear,birthdate,deathyear
Lev_Shestov,1866,1866-02-13,1938
Benedetto_Croce,1866,1866-02-25,1952
Augustyn_Wróblewski,1866,1866-07-20,1913
J._M._E._McTaggart,1866,1866-09-03,1925
James_H._Leuba,1867,1867,1946
Émile_Chartier,1868,1868-03-03,1951
Charles_Maurras,1868,1868-04-20,1952
Harold_Joachim,1868,1868-05-28,1938
Théodore_Eugène_César_Ruyssen,1868,1868-08-11,1967
Edward_Abramowski,1868,1868-08-17,1918
Henri_Bourassa,1868,1868-09-01,1952
Friedrich_Wilhelm_Foerster,1869,1869-06-02,1966
Emma_Goldman,1869,1869-06-27,1940
Léon_Brunschvicg,1869,1869-11-10,1944
Alfred_Edward_Taylor,1869,1869-12-22,1945
Abdul_Haq_(Urdu_scholar),1872,1872-11-16,1961
Abdul_Haq_(Urdu_scholar),1872,1872-11-16,1961
Kitaro_Nishida,1870,1870-05-19,1945
William_Henry_Chamberlin_(philosopher),1870,1870-02-12,1921
Upasni_Maharaj,1870,1870-05-15,1941
Kitaro_Nishida,1870,1870-05-19,1945
Élie_Halévy,1870,1870-09-06,1937
Nikolay_Lossky,1870,1870-12-06,1965
Harold_Arthur_Prichard,1871,1871,1947
Tomonaga_Sanjūrō,1871,1871-03-25,1951
Sergei_Bulgakov,1871,1871-07-28,1944
Ubaidullah_Sindhi,1872,1872-03-10,1944
Émile_Armand,1872,1872-03-26,1963
Émile_Armand,1872,1872-03-26,1963
Bertrand_Russell,1872,1872-05-18,1970
Abdul_Haq_(Urdu_scholar),1872,1872-11-16,1961
Abdul_Haq_(Urdu_scholar),1872,1872-11-16,1961
Rudolf_Eisler,1873,1873-01-07,1926
Max_Adler_(Marxist),1873,1873-01-15,1937
Thomas_Todhunter_Shields,1873,1873-11-01,1955
G._E._Moore,1873,1873-11-04,1958
Nikolai_Berdyaev,1874,1874-03-18,1948
Ernst_Cassirer,1874,1874-07-28,1945
Max_Scheler,1874,1874-08-22,1928
Maulvi_Sher_Ali,1875,1875-11-24,1947
Wilmon_Henry_Sheldon,1875,1875,1981
Hamid_Raza_Khan,1875,1875,1943
John_Roach_Straton,1875,1875-04-06,1929
Ramiro_de_Maeztu,1875,1875-05-14,1936
Ramiro_de_Maeztu,1875,1875-05-14,1936
Giovanni_Gentile,1875,1875-05-30,1944
Emil_Lask,1875,1875-09-25,1915
Maulvi_Sher_Ali,1875,1875-11-24,1947
Muhammad_ibn_al-Habib,1876,1876,1972
Albert_Rivaud,1876,1876-05-14,1955
Ghulam_Bhik_Nairang,1876,1876-09-26,1952
Maurice_Halbwachs,1877,1877-03-11,1945
W._D._Ross,1877,1877-04-15,1971
Muhammad_Iqbal,1877,1877-11-09,1938
Giorgio_Del_Vecchio,1878,1878,1970
Martin_Buber,1878,1878-02-08,1965
Joseph_Maréchal,1878,1878-07-01,1944
Ion_Dragoumis,1878,1878-09-14,1920
Ion_Dragoumis,1878,1878-09-14,1920
Othmar_Spann,1878,1878-10-01,1950
Helena_Roerich,1879,1879-02-12,1955
Husain_Ahmad_Madani,1879,1879-10-06,1957
Sheyda_Gerashi,1879,1879-12-03,1920
Muhammad_Sirajuddin_Naqshbandi,1879,1879-12-30,1915
Otto_Weininger,1880,1880-04-03,1903
Oswald_Spengler,1880,1880-05-29,1936
Victor_Kraft,1880,1880-07-04,1975
Hermann_Graf_Keyserling,1880,1880-07-20,1946
Morris_Raphael_Cohen,1880,1880-07-25,1947
Shin_Chaeho,1880,1880-11-07,1936
Curt_John_Ducasse,1881,1881-07-07,1969
Hans_Kelsen,1881,1881-10-11,1973
Nicolai_Hartmann,1882,1882-02-20,1950
Moritz_Schlick,1882,1882-04-14,1936
Traian_Brăileanu,1882,1882-09-14,1947
Jacques_Maritain,1882,1882-11-18,1973
Otto_Neurath,1882,1882-12-10,1945
Karl_Jaspers,1883,1883-02-23,1969
Clarence_Irving_Lewis,1883,1883-04-12,1964
José_Ortega_y_Gasset,1883,1883-05-09,1955
Louis_Lavelle,1883,1883-07-15,1951
Hassan_Suhrawardy,1884,1884,1946
Hassan_Suhrawardy,1884,1884,1946
Hassan_Suhrawardy,1884,1884,1946
Hassan_Suhrawardy,1884,1884,1946
Muhammad_Mian_Mansoor_Ansari,1884,1884,1946
Étienne_Gilson,1884,1884-06-13,1978
Gaston_Bachelard,1884,1884-06-27,1962
Jun_Tsuji,1884,1884-10-04,1944
György_Lukács,1885,1885-04-13,1971
Eugène_Minkowski,1885,1885-04-17,1972
Narayan_Maharaj,1885,1885-05-20,1945
Wilfred_Talbot_Smith,1885,1885-06-09,1957
Ernst_Bloch,1885,1885-07-08,1977
Susan_Stebbing,1885,1885-12-02,1943
Zechariah_Chafee,1885,1885-12-07,1957
Kurt_Grelling,1886,1886-03-02,1942
Kurt_Koffka,1886,1886-03-18,1941
Karl_Korsch,1886,1886-08-15,1961
René_Guénon,1886,1886-11-15,1951
Franz_Rosenzweig,1886,1886-12-25,1929
Richard_Thomas_Alexander,1887,1887-07-03,1971
C._D._Broad,1887,1887-12-30,1971
Émile_Lasbax,1888,1888,
Shūzō_Kuki,1888,1888-02-15,1941
Carl_Schmitt,1888,1888-07-11,1985
Xavier_Zubiri,1898,1898-12-04,1983
Xavier_Zubiri,1898,1898-12-04,1983
Tetsuro_Watsuji,1889,1889-03-01,1960
Ludwig_Wittgenstein,1889,1889-04-26,1951
Martin_Heidegger,1889,1889-09-26,1976
Gerald_Heard,1889,1889-10-06,1971
Taha_Hussein,1889,1889-11-15,1973
Hans_Lipps,1889,1889-11-22,1941
Abdelhamid_Ben_Badis,1889,1889-12-04,1940
Gabriel_Marcel,1889,1889-12-07,1973
Ernst_Lohmeyer,1890,1890,1946
Renzo_Novatore,1890,1890-05-12,1922
Antonio_Gramsci,1891,1891-01-22,1937
John_Macmurray,1891,1891-02-16,1976
Rudolf_Carnap,1891,1891-05-18,1970
C._E._M._Joad,1891,1891-08-12,1953
Hans_Reichenbach,1891,1891-09-26,1953
Jan_Mukařovský,1891,1891-11-11,1975
Martial_Gueroult,1891,1891-12-15,1976
Hu_Shih,1891,1891-12-17,1962
Georg_Morgenstierne,1892,1892,1978
Muhammad_Faizullah,1892,1892,1976
Muhammad_Husayn_Tabataba'i,1903,1903-03-16,1981
Muhammad_Husayn_Tabataba'i,1903,1903-03-16,1981
Edwin_Arthur_Burtt,1892,1892,1989
Étienne_Souriau,1892,1892-04-26,1979
Walter_Benjamin,1892,1892-07-15,1940
Brand_Blanshard,1892,1892-08-27,1987
Alexandre_Koyré,1892,1892-08-29,1964
Rasheed_Ahmad_Siddiqui,1894,1894,1977
Rasheed_Ahmad_Siddiqui,1894,1894,1977
M._M._Sharif,1893,1893,1965
Roman_Ingarden,1893,1893-02-05,1970
Lucien_Tesnière,1893,1893-05-13,1954
Aleksei_Losev,1893,1893-09-23,1988
John_Anderson_(philosopher),1893,1893-11-01,1962
Rasheed_Ahmad_Siddiqui,1894,1894,1977
Rasheed_Ahmad_Siddiqui,1894,1894,1977
Suzanne_Briet,1894,1894-02-01,1989
Meher_Baba,1894,1894-02-25,1969
José_Carlos_Mariátegui,1894,1894-06-14,1930
E._A._Belyaev,1895,1895,1964
Max_Horkheimer,1895,1895-02-14,1973
Louis_Arnaud_Reid,1895,1895-02-18,1986
Fernando_González_(writer),1895,1895-04-24,1964
Cornelius_Van_Til,1895,1895-05-03,1987
Muhammad_Mustafa_Jauhar,1895,1895-05-10,1985
Ch'ien_Mu,1895,1895-07-30,1990
Mikhail_Bakhtin,1895,1895-11-17,1975
Susanne_Langer,1895,1895-12-20,1985
Roman_Jakobson,1896,1896-10-11,1982
Merle_Curti,1897,1897-09-15,1996
Muhammad_Taqi-ud-Din_al-Hilali,1897,1897,1987
Muhammad_Taqi-ud-Din_al-Hilali,1897,1897,1987
Tan_Malaka,1897,1897-06-02,1949
Charles_Hartshorne,1897,1897-06-05,2000
Norbert_Elias,1897,1897-06-22,1990
Georges_Bataille,1897,1897-09-10,1962
Merle_Curti,1897,1897-09-15,1996
Qalandar_Baba_Auliya,1898,1898,1979
Georges_Dumézil,1898,1898-03-04,1986
Julius_Evola,1898,1898-05-19,1974
Herbert_Marcuse,1898,1898-07-19,1979
Xavier_Zubiri,1898,1898-12-04,1983
Xavier_Zubiri,1898,1898-12-04,1983
Zaki_al-Arsuzi,1899,1899,1968
H._H._Price,1899,1899-05-17,1984
Irena_Krzywicka,1899,1899-05-28,1994
Leo_Strauss,1899,1899-09-20,1973
Abu_al-Qasim_al-Khoei,1899,1899-11-19,1992
Peter_Wessel_Zapffe,1899,1899-12-18,1990
Aldo_Capitini,1899,1899-12-23,1968
Keiji_Nishitani,1900,1900-02-27,1990
Omraam_Mikhaël_Aïvanhov,1900,1900-01-31,1986
Hans-Georg_Gadamer,1900,1900-02-11,2002
Keiji_Nishitani,1900,1900-02-27,1990
Herbert_Blumer,1900,1900-03-07,1987
Erich_Fromm,1900,1900-03-23,1980
Richard_McKeon,1900,1900-04-26,1985
Muhammad_Asad,1900,1900-07-02,1992
Gilbert_Ryle,1900,1900-08-19,1976
Aurel_Kolnai,1900,1900-12-05,1973
Anand_Narain_Mulla,1901,1901,1997
Ledger_Wood,1901,1901-09-04,1970
Eric_Voegelin,1901,1901-01-03,1985
Jacques_Lacan,1901,1901-04-13,1981
Henri_Lefebvre,1901,1901-06-16,1991
Juan_David_García_Bacca,1901,1901-06-26,1995
Nicola_Abbagnano,1901,1901-07-15,1990
Ledger_Wood,1901,1901-09-04,1970
Richard_Aaron,1901,1901-11-06,1987
Ernest_Nagel,1901,1901-11-16,1985
Ernst_Borinski,1901,1901-11-26,1983
Paul_Ludwig_Landsberg,1901,1901-12-03,1944
Michael_Oakeshott,1901,1901-12-11,1990
Xu_Fuguan,1904,1904-01-31,1982
Xu_Fuguan,1904,1904-01-31,1982
Samuel_Martin_Thompson,1902,1902-03-10,1983
John_Daniel_Wild,1902,1902-04-10,1972
Alexandre_Kojève,1902,1902-04-28,1968
Lon_L._Fuller,1902,1902-06-15,1978
S._V._Mir_Ahmed_Ali,1902,1902-07-15,1976
Karl_Popper,1902,1902-07-28,1994
Gordon_Clark,1902,1902-08-31,1985
Sidney_Hook,1902,1902-12-20,1989
Mortimer_J._Adler,1902,1902-12-28,2001
Frank_P._Ramsey,1903,1903-02-22,1930
Muhammad_Husayn_Tabataba'i,1903,1903-03-16,1981
Muhammad_Husayn_Tabataba'i,1903,1903-03-16,1981
Leo_Gross,1903,1903-04-06,1990
Henry_Corbin,1903,1903-04-14,1978
Hans_Jonas,1903,1903-05-10,1993
Jean_Cavaillès,1903,1903-05-15,1944
Rose_Rand,1903,1903-06-14,1980
Vladimir_Jankélévitch,1903,1903-08-31,1985
Gustave_Thibon,1903,1903-09-02,2001
Theodor_W._Adorno,1903,1903-09-11,1969
Bertrand_de_Jouvenel,1903,1903-10-31,1987
Amin_Ahsan_Islahi,1904,1904,1997
Herbert_Spiegelberg,1904,1904-05-18,1990
Xu_Fuguan,1904,1904-01-31,1982
Xu_Fuguan,1904,1904-01-31,1982
Antoun_Saadeh,1904,1904-03-01,1949
Karl_Rahner,1904,1904-03-05,1984
Josef_Pieper,1904,1904-05-04,1997
Herbert_Spiegelberg,1904,1904-05-18,1990
Necip_Fazıl_Kısakürek,1904,1904-05-26,1983
Georges_Canguilhem,1904,1904-06-04,1995
Carl_Gustav_Hempel,1905,1905-01-08,1997
Raymond_Aron,1905,1905-03-14,1983
Paul_Thieme,1905,1905-03-18,2001
Emmanuel_Mounier,1905,1905-05-01,1950
Jean-Paul_Sartre,1905,1905-06-21,1980
Jean_Gebser,1905,1905-08-20,1973
Emmanuel_Levinas,1906,1906-01-12,1995
Nelson_Goodman,1906,1906-08-07,1998
Max_Müller_(Catholic_intellectual),1906,1906-09-06,1994
Hannah_Arendt,1906,1906-10-14,1975
Mário_Ferreira_dos_Santos,1907,1907-01-03,1968
Margaret_MacDonald_(philosopher),1907,1907-04-09,1956
Baltasar_Lopes_da_Silva,1907,1907-04-23,1989
Jan_Patočka,1907,1907-06-01,1977
Felix_S._Cohen,1907,1907-07-03,1953
H._L._A._Hart,1907,1907-07-18,1992
Maurice_Blanchot,1907,1907-09-22,2003
Delfim_Santos,1907,1907-11-06,1966
Hari_Mohan_Jha,1908,1908-09-18,1984
Rasheed_Turabi,1908,1908-07-09,1973
Simone_de_Beauvoir,1908,1908-01-09,1986
Muhammad_Hamidullah,1908,1908-02-09,2002
Hamka,1908,1908-02-17,1981
Errol_Harris,1908,1908-02-19,2009
Maurice_Merleau-Ponty,1908,1908-03-14,1961
Joseph_Owens_(Redemptorist),1908,1908-04-17,2005
Aous_Shakra,1908,1908-04-22,1992
H._B._Acton,1908,1908-06-02,1974
William_Frankena,1908,1908-06-21,1994
Willard_Van_Orman_Quine,1908,1908-06-25,2000
Charles_Stevenson,1908,1908-06-27,1979
Rasheed_Turabi,1908,1908-07-09,1973
Hari_Mohan_Jha,1908,1908-09-18,1984
Claude_Lévi-Strauss,1908,1908-11-28,2009
Milič_Čapek,1909,1909-01-26,1997
Simone_Weil,1909,1909-02-03,1943
Max_Black,1909,1909-02-24,1988
Isaiah_Berlin,1909,1909-06-06,1997
Mou_Zongsan,1909,1909-06-12,1995
Norberto_Bobbio,1909,1909-10-18,2004
Albert_Hofstadter,1910,1910,1989
Raya_Dunayevskaya,1910,1910-05-01,1987
Edward_Shils,1911,1911,1995
Edward_Shils,1911,1911,1995
Augusto_Del_Noce,1910,1910-08-11,1989
A._J._Ayer,1910,1910-10-29,1989
Miguel_Reale,1910,1910-11-06,2006
Edward_Shils,1911,1911,1995
Edward_Shils,1911,1911,1995
Syed_Faiz-ul_Hassan_Shah,1911,1911,1984
Mufti_Amimul_Ehasan,1911,1911-01-24,1975
Mufti_Amimul_Ehasan,1911,1911-01-24,1975
J._L._Austin,1911,1911-03-28,1960
J._L._Austin,1911,1911-03-28,1960
Emil_Cioran,1911,1911-04-08,1995
Milovan_Đilas,1911,1911-06-04,1995
Norman_Malcolm,1911,1911-06-11,1990
Marshall_McLuhan,1911,1911-07-21,1980
Jarava_Lal_Mehta,1912,1912,1988
Jacques_Ellul,1912,1912-01-06,1994
Arne_Næss,1912,1912-01-27,2009
Horst_Matthai_Quelle,1912,1912-01-30,1999
Wilfrid_Sellars,1912,1912-05-20,1989
Northrop_Frye,1912,1912-07-14,1991
Bernard_Delfgaauw,1912,1912-11-24,1993
Iqbal_Azeem,1913,1913,2000
Carl_F._H._Henry,1913,1913-01-22,2003
Paul_Ricœur,1913,1913-02-27,2005
Adam_Schaff,1913,1913-03-10,2006
Paul_Grice,1913,1913-03-13,1988
George_Hourani,1913,1913-06-13,1984
George_Hourani,1913,1913-06-13,1984
Roger_Garaudy,1913,1913-07-17,2012
Norman_O._Brown,1913,1913-09-25,2002
Albert_Camus,1913,1913-11-07,1960
Mary_Ainsworth,1913,1913-12-01,1999
Sarfaraz_Khan_Safdar,1914,1914,2009
Justus_Buchler,1914,1914-03-27,1991
Murtada_Sharif_'Askari,1914,1914-05-14,2007
Teodor_Oizerman,1914,1914-05-14,
Lương_Kim_Định,1914,1914-06-15,1997
Adam_Watson,1914,1914-08-10,2007
John_Passmore,1914,1914-09-09,2004
Stuart_Hampshire,1914,1914-10-01,2004
Edith_Penrose,1914,1914-11-15,1996
Abul_Hasan_Ali_Hasani_Nadwi,1914,1914-11-24,1999
Arthur_Prior,1914,1914-12-04,1969
Alan_Watts,1915,1915-01-06,1973
Tommaso_Palamidessi,1915,1915-02-16,1983
Ahamed_Mohiyudheen_Noorishah_Jeelani,1915,1915-10-08,1990
Roland_Barthes,1915,1915-11-12,1980
James_Bugental,1915,1915-12-25,2008
Colin_Murray_Turbayne,1916,1916-02-07,2006
Sebastian_Shaumyan,1916,1916-02-27,2007
Peter_Geach,1916,1916-03-29,2013
Georg_Henrik_von_Wright,1916,1916-06-14,2003
Emil_Fackenheim,1916,1916-06-22,2003
Roderick_Chisholm,1916,1916-11-27,1999
Abdel_Rahman_Badawi,1917,1917-02-17,2002
Donald_Davidson_(philosopher),1917,1917-03-06,2003
J._L._Mackie,1917,1917-08-25,1981
Maxine_Greene,1917,1917-12-23,2014
Maxine_Greene,1917,1917-12-23,2014
Grigory_Pomerants,1918,1918-03-13,2013
Louis_Althusser,1918,1918-10-16,1990
George_Grant_(philosopher),1918,1918-11-13,1988
George_Grant_(philosopher),1918,1918-11-13,1988
Debiprasad_Chattopadhyaya,1918,1918-11-19,1993
Alexander_Spirkin,1918,1918-12-24,2004
William_A._Earle,1919,1919,1988
Arild_Haaland,1919,1919,2012
R._M._Hare,1919,1919-03-21,2002
William_H._Poteat,1919,1919-04-19,2000
Albert_Caraco,1919,1919-07-08,1971
Mario_Bunge,1919,1919-09-21,
Morris_Janowitz,1919,1919-10-22,1988
Barbara_Skarga,1919,1919-10-25,2009
P._F._Strawson,1919,1919-11-23,2006
Paul_de_Man,1919,1919-12-06,1983
Irving_Kristol,1920,1920-01-22,2009
Jules_Vuillemin,1920,1920-02-15,2001
J._J._C._Smart,1920,1920-09-16,2012
Philippa_Foot,1920,1920-10-03,2010
Peter_Glassen,1920,1920-10-19,1986
Zeno_Vendler,1921,1921-12-22,2004
Murray_Bookchin,1921,1921-01-14,2006
Antonio_Millán-Puelles,1921,1921-02-11,2005
John_Rawls,1921,1921-02-21,2002
George_Kline,1921,1921-03-03,2014
Milan_Komar,1921,1921-06-04,2006
Walter_Kaufmann_(philosopher),1921,1921-07-01,1980
Paul_Watzlawick,1921,1921-07-25,2007
Paul_Watzlawick,1921,1921-07-25,2007
Raymond_Williams,1921,1921-08-31,1988
Lucien_Jerphagnon,1921,1921-09-07,2011
Lucian_Pye,1921,1921-10-21,2008
William_Alston,1921,1921-11-29,2009
Zeno_Vendler,1921,1921-12-22,2004
Michel_Henry,1922,1922-01-10,2002
John_Hick,1922,1922-01-20,2012
Arnold_Keyserling,1922,1922-02-09,2005
Pierre_Hadot,1922,1922-02-21,2010
Cornelius_Castoriadis,1922,1922-03-11,1997
Karl-Otto_Apel,1922,1922-03-15,
Patrick_Suppes,1922,1922-03-17,2014
Stephen_Toulmin,1922,1922-03-25,2009
Pandhareenathachar_Galagali,1922,1922-07-10,
Thomas_Kuhn,1922,1922-07-18,1996
Sheldon_Wolin,1922,1922-08-04,
Syed_Muhammad_Kaswar_Gardezi,1922,1922-09-06,1993
Imre_Lakatos,1922,1922-11-09,1974
Leslie_Dewart,1922,1922-12-22,2009
André_Gorz,1923,1923-02-09,2007
Antony_Flew,1923,1923-02-11,2010
Jacob_Taubes,1923,1923-02-25,1987
Anna-Teresa_Tymieniecka,1923,1923-02-28,2014
Milan_Kangrga,1923,1923-05-01,2008
Julius_Thomas_Fraser,1923,1923-05-07,2010
Wolfgang_Stegmüller,1923,1923-06-03,1991
Susan_Strange,1923,1923-06-09,1998
Israel_Scheffler,1923,1923-11-25,2014
Richard_Popkin,1923,1923-12-27,2005
Ullin_Place,1924,1924-10-24,2000
Arthur_Danto,1924,1924-01-01,2013
Paul_Feyerabend,1924,1924-01-13,1994
Ramón_Xirau,1924,1924-01-20,
Evald_Ilyenkov,1924,1924-02-18,1979
Joseph_Margolis,1924,1924-05-16,
Kenneth_Waltz,1924,1924-06-08,2013
Kostas_Axelos,1924,1924-06-26,2010
Jean-François_Lyotard,1924,1924-08-10,1998
Gustavo_Bueno,1924,1924-09-01,
Gilbert_Simondon,1924,1924-10-02,1989
Frederick_Sontag,1924,1924-10-02,2009
Ullin_Place,1924,1924-10-24,2000
Maurice_Natanson,1925,1925,1996
Maurice_Natanson,1925,1925,1996
Héctor-Neri_Castañeda,1924,1924-12-13,1991
Mohammad_Ebrahim_Bastani_Parizi,1924,1924-12-24,2014
Maurice_Natanson,1925,1925,1996
Maurice_Natanson,1925,1925,1996
Mujtaba_Musavi_Lari,1925,1925,
Takeshi_Umehara,1925,1925-03-20,
Gilles_Deleuze,1925,1925-01-18,1995
John_B._Cobb,1925,1925-02-09,
Takeshi_Umehara,1925,1925-03-20,
Federico_Riu,1925,1925-05-14,1985
A_Satyanarayana_Shastri,1925,1925-06-02,2004
Yasuo_Yuasa,1925,1925-06-05,2005
Michael_Dummett,1925,1925-06-27,2011
Ivan_Sviták,1925,1925-10-10,1994
Lawrence_A._Cremin,1925,1925-10-31,1990
Růžena_Grebeníčková,1925,1925-11-01,1997
Zygmunt_Bauman,1925,1925-11-19,
Ernest_Gellner,1925,1925-12-09,1995
Geoffrey_Hunter_(logician),1925,1925-12-14,2000
Paul_Kurtz,1925,1925-12-21,2012
Irving_Singer,1925,1925-12-24,2015
Leonardo_Polo,1926,1926-02-01,2013
Syed_Zahoor_Shah_Hashmi,1926,1926-04-21,1978
Peter_G._Ossorio,1926,1926-05-04,2007
Karel_Kosík,1926,1926-06-26,2003
David_Malet_Armstrong,1926,1926-07-08,2014
Hilary_Putnam,1926,1926-07-31,
Herbert_McCabe,1926,1926-08-02,2001
Stanley_Cavell,1926,1926-09-01,
Ivan_Illich,1926,1926-09-04,2002
Michel_Foucault,1926,1926-10-15,1984
Agustín_García_Calvo,1926,1926-10-15,2012
Pino_Rauti,1926,1926-11-19,2012
Horace_Romano_Harré,1927,1927-12-18,
Dieter_Henrich,1927,1927-01-05,
Donald_Brook,1927,1927-01-08,
Juan_Nuño,1927,1927-03-27,1995
Ladislav_Hejdánek,1927,1927-05-10,
David_Stove,1927,1927-09-15,1994
Burton_Dreben,1927,1927-09-27,1999
Leszek_Kołakowski,1927,1927-10-23,2009
James_M._Edie,1927,1927-11-03,1998
Sam_C._Sarkesian,1927,1927-11-07,2011
Horace_Romano_Harré,1927,1927-12-18,
Nicholas_Rescher,1928,1928-07-15,
Mohammed_Arkoun,1928,1928-02-01,2010
Odo_Marquard,1928,1928-02-26,2015
Howard_Kahane,1928,1928-04-19,2001
William_Stringfellow,1929,1929,1985
William_Stringfellow,1929,1929,1985
Arthur_A._Cohen,1928,1928-06-25,1986
Nicholas_Rescher,1928,1928-07-15,
Hameeduddin_Aqil,1928,1928-07-23,2010
Michel_Clouscard,1928,1928-08-06,2009
Kenneth_M._Sayre,1928,1928-08-13,
Mary_Daly,1928,1928-10-16,2010
Klaus_Mollenhauer,1928,1928-10-31,1998
Bernard_Ryosuke_Inagaki,1928,1928-11-27,
Hilail_Gildin,1928,1928-11-28,2015
Noam_Chomsky,1928,1928-12-07,
Grigori_Mints,1939,1939-06-07,2014
Grigori_Mints,1939,1939-06-07,2014
William_Stringfellow,1929,1929,1985
William_Stringfellow,1929,1929,1985
Caesar_E._Farah,1929,1929,2009
Roy_Johnston,1929,1929,
Alasdair_MacIntyre,1929,1929-01-12,
Nel_Noddings,1929,1929-01-19,
Ágnes_Heller,1929,1929-05-12,
Harry_Frankfurt,1929,1929-05-29,
Jürgen_Habermas,1929,1929-06-18,
Adriaan_Theodoor_Peperzak,1929,1929-07-03,
Jean_Baudrillard,1929,1929-07-27,2007
Stanley_Rosen,1929,1929-07-29,2014
Karl-Gottfried_Prasse,1929,1929-08-14,
Newton_da_Costa,1929,1929-09-16,
Bernard_Williams,1929,1929-09-21,2003
Rabey_Hasani_Nadvi,1929,1929-10-01,
Judith_Jarvis_Thomson,1929,1929-10-04,
Annette_Baier,1929,1929-10-11,2012
Hubert_Dreyfus,1929,1929-10-15,
Virginia_Held,1929,1929-10-28,
Wolfgang_Smith,1930,1930,
Robert_Gilpin,1930,1930,
Karim_Mojtahedi,1930,1930,
Roberto_Torretti,1930,1930-02-15,
Eduardo_Rabossi,1930,1930-03-20,2005
Joseph_A._Bracken,1930,1930-03-22,
Bryan_Magee,1930,1930-04-12,
Félix_Guattari,1930,1930-04-30,1992
Luce_Irigaray,1932,1932,
Luce_Irigaray,1932,1932,
Isaac_Levi,1930,1930-06-30,
Radoslav_Katičić,1930,1930-07-03,
Ezra_Vogel,1930,1930-07-11,
Jacques_Derrida,1930,1930-07-15,2004
Darko_Suvin,1930,1930-07-19,
Pierre_Bourdieu,1930,1930-08-01,2002
Michel_Serres,1930,1930-09-01,
Jorge_Ángel_Livraga_Rizzi,1930,1930-09-03,1991
Allan_Bloom,1930,1930-09-14,1992
T._K._Seung,1930,1930-09-20,
Juan_José_Sebreli,1930,1930-11-03,
Ignacio_Ellacuría,1930,1930-11-09,1989
Roderick_MacFarquhar,1930,1930-12-02,
Ivo_Urbančič,1930,1930-12-11,
Frithjof_Bergmann,1930,1930-12-24,
C._J._F._Williams,1930,1930-12-31,1997
Richard_Watson_(philosopher),1931,1931-02-23,
Abdul_Haq_Ansari,1931,1931-01-09,2012
Gonzalo_Arango,1931,1931-01-18,1976
Jawdat_Said,1931,1931-02-09,
Richard_Watson_(philosopher),1931,1931-02-23,
Anthony_Kenny,1931,1931-03-16,
Carl_Cohen,1931,1931-04-30,
Carl_Cohen,1931,1931-04-30,
Jacques_Garelli,1931,1931-06-02,
William_L._Rowe,1931,1931-07-26,2015
Richard_Rorty,1931,1931-10-04,2007
James_Francis_Ross,1931,1931-10-09,2010
Charles_Taylor_(philosopher),1931,1931-11-05,
Ronald_Dworkin,1931,1931-12-11,2013
Guy_Debord,1931,1931-12-28,1994
Muhammad_Yusuf_Ludhianvi,1932,1932,2000
Alastair_Hannay,1932,1932,
Norman_Geisler,1932,1932-07-21,
David_Gauthier,1932,1932-09-10,
Luce_Irigaray,1932,1932,
Luce_Irigaray,1932,1932,
Sayyid_Ghulam_Hussain_Shah_Bukhari,1932,1932,
Umberto_Eco,1932,1932-01-05,
Robert_Anton_Wilson,1932,1932-01-18,2007
Nicholas_Wolterstorff,1932,1932-01-21,
Michael_Martin_(philosopher),1932,1932-02-03,2015
Fazlur_Rahman_Faridi,1932,1932-04-02,2011
Israr_Ahmed,1932,1932-04-26,2010
Richard_J._Bernstein,1932,1932-05-14,
Hedley_Bull,1932,1932-06-10,1985
Tahir_Allauddin_Al-Qadri_Al-Gillani,1932,1932-06-18,1991
Yusuf_Islahi,1932,1932-07-09,
Norman_Geisler,1932,1932-07-21,
John_Searle,1932,1932-07-31,
David_Gauthier,1932,1932-09-10,
Philip_Green_(author),1932,1932-10-06,
Alvin_Plantinga,1932,1932-11-15,
Fred_Dretske,1932,1932-12-09,2013
Ruth_Millikan,1933,1933,
Reza_Davari_Ardakani,1933,1933,
Ted_Honderich,1933,1933-01-30,
Hossein_Nasr,1933,1933-04-07,
James_Griffin_(philosopher),1933,1933-07-08,
Antonio_Negri,1933,1933-08-01,
Muzaffar_Warsi,1933,1933-12-20,2011
Theodore_Drange,1934,1934,
Don_Ihde,1934,1934,
David_Orton_(deep_ecology),1934,1934-01-06,2011
Fredric_Jameson,1934,1934-04-14,
Etienne_Vermeersch,1934,1934-05-02,
György_Márkus,1934,1934-05-13,
Futa_Helu,1934,1934-06-17,2010
Susan_George_(political_scientist),1934,1934-06-29,
Jaegwon_Kim,1934,1934-09-12,
Sarah_Kofman,1934,1934-09-14,1994
Bernard_Gert,1934,1934-10-16,2011
Evandro_Agazzi,1934,1934-10-23,
Dewi_Zephaniah_Phillips,1934,1934-11-24,2006
Sissela_Bok,1934,1934-12-02,
Enrique_Dussel,1934,1934-12-24,
Richard_Swinburne,1934,1934-12-26,
Nasim_al-Safarjalani,1935,1935,1994
Eleanor_Duckworth,1935,1935,
György_Mihály_Vajda,1935,1935,
Jerry_Fodor,1935,1935,
Estanislao_Zuleta,1935,1935-02-03,1990
Michael_Walzer,1935,1935-03-03,
Sandra_Harding,1935,1935-03-29,
Robert_I._Rotberg,1935,1935-04-11,
Sandra_Bartky,1935,1935-05-05,
Dimitri_Kitsikis,1935,1935-06-02,
Peter_Achinstein,1935,1935-06-30,
Hubert_Schleichert,1935,1935-07-30,
Dallas_Willard,1935,1935-09-04,2013
Abdullah_Quraishi_Al-Azhari,1935,1935-09-19,
