"subject","predicate","object"
"http://dbpedia.org/resource/Sergei_Starostin","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/John_Bengtson"
"http://dbpedia.org/resource/Sergei_Starostin","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Merritt_Ruhlen"
"http://dbpedia.org/resource/Sergei_Starostin","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Vladimir_Dybo"
"http://dbpedia.org/resource/Sergei_Starostin","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Andrey_Zaliznyak"
"http://dbpedia.org/resource/Sergei_Starostin","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Vladislav_Illich-Svitych"
"http://dbpedia.org/resource/Sergei_Starostin","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Sergei_Yakhontov"
"http://dbpedia.org/resource/Sergei_Starostin","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Aharon_Dolgopolsky"
"http://dbpedia.org/resource/Gayatri_Chakravorty_Spivak","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Karl_Marx"
"http://dbpedia.org/resource/Gayatri_Chakravorty_Spivak","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Paul_de_Man"
"http://dbpedia.org/resource/Gayatri_Chakravorty_Spivak","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Immanuel_Kant"
"http://dbpedia.org/resource/Gayatri_Chakravorty_Spivak","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Jacques_Derrida"
"http://dbpedia.org/resource/Gayatri_Chakravorty_Spivak","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Ranajit_Guha"
"http://dbpedia.org/resource/Gayatri_Chakravorty_Spivak","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Edward_Said"
"http://dbpedia.org/resource/Gayatri_Chakravorty_Spivak","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Mahasweta_Devi"
"http://dbpedia.org/resource/Gayatri_Chakravorty_Spivak","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Gilles_Deleuze"
"http://dbpedia.org/resource/Gayatri_Chakravorty_Spivak","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Michel_Foucault"
"http://dbpedia.org/resource/Gayatri_Chakravorty_Spivak","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Bimal_Krishna_Matilal"
"http://dbpedia.org/resource/Max_Black","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/G._E._Moore"
"http://dbpedia.org/resource/Max_Black","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Frank_P._Ramsey"
"http://dbpedia.org/resource/Max_Black","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Bertrand_Russell"
"http://dbpedia.org/resource/Max_Black","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Ludwig_Wittgenstein"
"http://dbpedia.org/resource/Crates_of_Thebes","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Metrocles"
"http://dbpedia.org/resource/Crates_of_Thebes","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Hipparchia_of_Maroneia"
"http://dbpedia.org/resource/Crates_of_Thebes","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Zeno_of_Citium"
"http://dbpedia.org/resource/Crates_of_Thebes","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Diogenes_of_Sinope"
"http://dbpedia.org/resource/Franz_Brentano","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Sigmund_Freud"
"http://dbpedia.org/resource/Franz_Brentano","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Kazimierz_Twardowski"
"http://dbpedia.org/resource/Franz_Brentano","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Tomáš_Garrigue_Masaryk"
"http://dbpedia.org/resource/Franz_Brentano","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Rudolf_Steiner"
"http://dbpedia.org/resource/Franz_Brentano","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Alexius_Meinong"
"http://dbpedia.org/resource/Franz_Brentano","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Christian_von_Ehrenfels"
"http://dbpedia.org/resource/Franz_Brentano","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Edmund_Husserl"
"http://dbpedia.org/resource/Franz_Brentano","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Friedrich_Adolf_Trendelenburg"
"http://dbpedia.org/resource/Franz_Brentano","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Aristotle"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/David_Marr_(neuroscientist)"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Daniel_Dennett"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/George_Boolos"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Donald_Davidson_(philosopher)"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/David_Lewis_(philosopher)"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Tyler_Burge"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Jerry_Fodor"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Richard_Boyd"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Hartry_Field"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Saul_Kripke"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Ned_Block"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Søren_Kierkegaard"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/William_James"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Charles_Sanders_Peirce"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Ludwig_Wittgenstein"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Alan_Turing"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Hans_Reichenbach"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Immanuel_Kant"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/John_Dewey"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Saul_Kripke"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Karl_Marx"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Nelson_Goodman"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Willard_Van_Orman_Quine"
"http://dbpedia.org/resource/Hilary_Putnam","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Sigmund_Freud"
"http://dbpedia.org/resource/Seneca_the_Younger","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Publilius_Syrus"
"http://dbpedia.org/resource/Allan_Bloom","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Alan_Keyes"
"http://dbpedia.org/resource/Allan_Bloom","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Francis_Fukuyama"
"http://dbpedia.org/resource/Allan_Bloom","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Harvey_Mansfield"
"http://dbpedia.org/resource/Allan_Bloom","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Thomas_Pangle"
"http://dbpedia.org/resource/Allan_Bloom","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Aristotle"
"http://dbpedia.org/resource/Allan_Bloom","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel"
"http://dbpedia.org/resource/Allan_Bloom","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Jean-Jacques_Rousseau"
"http://dbpedia.org/resource/Allan_Bloom","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Friedrich_Nietzsche"
"http://dbpedia.org/resource/Allan_Bloom","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Socrates"
"http://dbpedia.org/resource/Allan_Bloom","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Niccolò_Machiavelli"
"http://dbpedia.org/resource/Allan_Bloom","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Martin_Heidegger"
"http://dbpedia.org/resource/Allan_Bloom","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/William_Shakespeare"
"http://dbpedia.org/resource/Allan_Bloom","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Raymond_Aron"
"http://dbpedia.org/resource/Allan_Bloom","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Alexandre_Kojève"
"http://dbpedia.org/resource/Allan_Bloom","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Michel_de_Montaigne"
"http://dbpedia.org/resource/Allan_Bloom","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Leo_Strauss"
"http://dbpedia.org/resource/Allan_Bloom","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Plato"
"http://dbpedia.org/resource/Alvin_Plantinga","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Michael_C._Rea"
"http://dbpedia.org/resource/Alvin_Plantinga","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Keith_DeRose"
"http://dbpedia.org/resource/Alvin_Plantinga","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Michael_Bergmann_(philosopher)"
"http://dbpedia.org/resource/Alvin_Plantinga","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/William_Lane_Craig"
"http://dbpedia.org/resource/Alvin_Plantinga","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Peter_van_Inwagen"
"http://dbpedia.org/resource/Alvin_Plantinga","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Trenton_Merricks"
"http://dbpedia.org/resource/Alvin_Plantinga","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Robin_Collins"
"http://dbpedia.org/resource/Alvin_Plantinga","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Robert_Koons"
"http://dbpedia.org/resource/Alvin_Plantinga","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Nicholas_Wolterstorff"
"http://dbpedia.org/resource/Alvin_Plantinga","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Thomas_Reid"
"http://dbpedia.org/resource/Apollonius_of_Tyana","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Philostratus"
"http://dbpedia.org/resource/Apollonius_of_Tyana","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Pythagoras"
"http://dbpedia.org/resource/Bruno_Bauer","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Max_Stirner"
"http://dbpedia.org/resource/Bruno_Bauer","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Karl_Kautsky"
"http://dbpedia.org/resource/Bruno_Bauer","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Friedrich_Engels"
"http://dbpedia.org/resource/Bruno_Bauer","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Friedrich_Nietzsche"
"http://dbpedia.org/resource/Bruno_Bauer","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Karl_Marx"
"http://dbpedia.org/resource/Bruno_Bauer","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Max_Stirner"
"http://dbpedia.org/resource/Bruno_Bauer","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel"
"http://dbpedia.org/resource/Bruno_Bauer","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Ludwig_Feuerbach"
"http://dbpedia.org/resource/Bruno_Bauer","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/David_Strauss"
"http://dbpedia.org/resource/Bruno_Bauer","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Arthur_de_Gobineau"
"http://dbpedia.org/resource/Hannah_Arendt","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Julia_Kristeva"
"http://dbpedia.org/resource/Hannah_Arendt","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Elisabeth_Young-Bruehl"
"http://dbpedia.org/resource/Hannah_Arendt","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Giannina_Braschi"
"http://dbpedia.org/resource/Hannah_Arendt","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Giorgio_Agamben"
"http://dbpedia.org/resource/Hannah_Arendt","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Seyla_Benhabib"
"http://dbpedia.org/resource/Hannah_Arendt","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Mario_Kopić"
"http://dbpedia.org/resource/Hannah_Arendt","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Immanuel_Kant"
"http://dbpedia.org/resource/Hannah_Arendt","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Walter_Benjamin"
"http://dbpedia.org/resource/Hannah_Arendt","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Bernard_Lazare"
"http://dbpedia.org/resource/Hannah_Arendt","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Socrates"
"http://dbpedia.org/resource/Hannah_Arendt","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Karl_Jaspers"
"http://dbpedia.org/resource/Hannah_Arendt","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Augustine_of_Hippo"
"http://dbpedia.org/resource/Hannah_Arendt","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Martin_Heidegger"
"http://dbpedia.org/resource/Hugo_Grotius","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Cornelius_van_Bynkershoek"
"http://dbpedia.org/resource/Hugo_Grotius","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/John_Milton"
"http://dbpedia.org/resource/Hugo_Grotius","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/John_Locke"
"http://dbpedia.org/resource/Hugo_Grotius","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Jean-Jacques_Rousseau"
"http://dbpedia.org/resource/Hugo_Grotius","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Jean_Barbeyrac"
"http://dbpedia.org/resource/Hugo_Grotius","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Richard_Cumberland_(philosopher)"
"http://dbpedia.org/resource/Hugo_Grotius","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Samuel_von_Pufendorf"
"http://dbpedia.org/resource/Hugo_Grotius","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Thomas_Hobbes"
"http://dbpedia.org/resource/Hugo_Grotius","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/John_Selden"
"http://dbpedia.org/resource/Hugo_Grotius","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Gustavus_Adolphus_of_Sweden"
"http://dbpedia.org/resource/Hugo_Grotius","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Giambattista_Vico"
"http://dbpedia.org/resource/Hugo_Grotius","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Alberico_Gentili"
"http://dbpedia.org/resource/Hugo_Grotius","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Francisco_Suárez"
"http://dbpedia.org/resource/Hugo_Grotius","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Jean_Bodin"
"http://dbpedia.org/resource/Laozi","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Xuanxue"
"http://dbpedia.org/resource/Laozi","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Carl_Jung"
"http://dbpedia.org/resource/Omar_Khayyám","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Attar_of_Nishapur"
"http://dbpedia.org/resource/Omar_Khayyám","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Ahmad_Khani"
"http://dbpedia.org/resource/Omar_Khayyám","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Al-Biruni"
"http://dbpedia.org/resource/Omar_Khayyám","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Muḥammad_ibn_Mūsā_al-Khwārizmī"
"http://dbpedia.org/resource/Omar_Khayyám","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Avicenna"
"http://dbpedia.org/resource/Omar_Khayyám","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Alhazen"
"http://dbpedia.org/resource/Posidonius","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Cicero"
"http://dbpedia.org/resource/Posidonius","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Plutarch"
"http://dbpedia.org/resource/Posidonius","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Seneca_the_Younger"
"http://dbpedia.org/resource/Posidonius","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Livy"
"http://dbpedia.org/resource/Posidonius","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Diodorus_Siculus"
"http://dbpedia.org/resource/Posidonius","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Cleomedes"
"http://dbpedia.org/resource/Posidonius","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Strabo"
"http://dbpedia.org/resource/Posidonius","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Jason_of_Nysa"
"http://dbpedia.org/resource/Posidonius","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Panaetius"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Jean-Paul_Sartre"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Adrienne_Rich"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Albert_Camus"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Betty_Friedan"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Germaine_Greer"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Grace_Ji-Sun_Kim"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Judith_Butler"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Camille_Paglia"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Sarah_Hoagland"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Søren_Kierkegaard"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Jean-Paul_Sartre"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Friedrich_Nietzsche"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Karl_Marx"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Edmund_Husserl"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Henri_Bergson"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Immanuel_Kant"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Marquis_de_Sade"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Mary_Wollstonecraft"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Martin_Heidegger"
"http://dbpedia.org/resource/Simone_de_Beauvoir","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/René_Descartes"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Bertrand_Russell"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Émile_Durkheim"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Ludwig_Wittgenstein"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/F._C._S._Schiller"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Henri_Bergson"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/John_Dewey"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Jimmy_Carter"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/W._E._B._Du_Bois"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Edmund_Husserl"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Morris_Raphael_Cohen"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Edwin_Holt"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Richard_Rorty"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/George_Santayana"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Hilary_Putnam"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/David_Hume"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/African_Spir"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/F._C._S._Schiller"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Charles_Bernard_Renouvier"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/David_Hartley_(philosopher)"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Pierre_Janet"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Emanuel_Swedenborg"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Hermann_von_Helmholtz"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Charles_Sanders_Peirce"
"http://dbpedia.org/resource/William_James","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Ernst_Mach"
"http://dbpedia.org/resource/Albert_Rivaud","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Gottfried_Wilhelm_Leibniz"
"http://dbpedia.org/resource/Albert_Rivaud","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Plato"
"http://dbpedia.org/resource/Charles_Hartshorne","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/John_B._Cobb"
"http://dbpedia.org/resource/Charles_Hartshorne","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/David_Ray_Griffin"
"http://dbpedia.org/resource/Charles_Hartshorne","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Alfred_North_Whitehead"
"http://dbpedia.org/resource/Charles_Hartshorne","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Josiah_Royce"
"http://dbpedia.org/resource/Charles_Hartshorne","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Jules_Lequier"
"http://dbpedia.org/resource/Charles_Hartshorne","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/William_Ernest_Hocking"
"http://dbpedia.org/resource/Charles_Hartshorne","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Charles_Sanders_Peirce"
"http://dbpedia.org/resource/Iain_Hamilton_Grant","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Ben_Woodard"
"http://dbpedia.org/resource/Iain_Hamilton_Grant","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Jeremy_Dunham"
"http://dbpedia.org/resource/Iain_Hamilton_Grant","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Friedrich_Wilhelm_Joseph_Schelling"
"http://dbpedia.org/resource/Iain_Hamilton_Grant","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Plato"
"http://dbpedia.org/resource/Iain_Hamilton_Grant","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Gilles_Deleuze"
"http://dbpedia.org/resource/Isaiah_Berlin","http://dbpedia.org/ontology/influenced","http://dbpedia.org/resource/Joxe_Azurmendi"
"http://dbpedia.org/resource/Isaiah_Berlin","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Giambattista_Vico"
"http://dbpedia.org/resource/Takis_Fotopoulos","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Peter_Kropotkin"
"http://dbpedia.org/resource/Takis_Fotopoulos","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Hannah_Arendt"
"http://dbpedia.org/resource/Takis_Fotopoulos","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Murray_Bookchin"
"http://dbpedia.org/resource/Takis_Fotopoulos","http://dbpedia.org/ontology/influencedBy","http://dbpedia.org/resource/Rosa_Luxemburg"
